MatchID,TotalSeconds,HomeTeam,RoadTeam,HomeNumberPenalties,RoadNumberPenalties,HomeTeamPMinutes,RoadTeamPMinutes,HomePenaltySum,RoadPenaltySum,HomeGoals-RoadGoals,RoadGoals-HomeGoals,KurtHomePlayers-KurtRoadPlayers,RoadPlayers,HomePlayers,OliverHomePlayers-OliverRoadPlayers,Period,TimeOfPenalty,minutes,seconds,isRegular
2007020831,2400,7,23,1,1,5,5,7,9,0,0,0,12,11,-1,2,00:20:00,40,0,1
2007020832,441,15,19,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:07:21,7,21,1
2007020835,3246,13,21,0,1,0,2,4,3,3,-3,-5,6,1,-5,3,00:14:06,54,6,1
2007020836,2294,27,2,2,0,4,0,3,2,-5,5,0,12,11,-1,2,00:18:14,38,14,1
2007020836,3349,27,2,3,5,6,26,7,4,-3,3,0,45,40,-5,3,00:15:49,55,49,1
2007020839,75,16,6,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:01:15,1,15,1
2007020839,181,16,6,3,2,9,7,1,1,0,0,0,29,25,-4,1,00:03:01,3,1,1
2007020839,321,16,6,1,1,5,5,4,3,0,0,0,12,11,-1,1,00:05:21,5,21,1
2007020839,650,16,6,0,1,0,2,5,4,0,0,2,6,7,1,1,00:10:50,10,50,1
2007020839,3115,16,6,1,2,5,7,6,7,1,-1,0,16,18,2,3,00:11:55,51,55,1
2007020841,2346,25,11,1,1,5,5,3,1,-2,2,1,12,13,1,2,00:19:06,39,6,1
2007020841,2537,25,11,1,3,5,17,4,3,-3,3,0,23,24,1,3,00:02:17,42,17,1
2007020841,3061,25,11,1,1,5,5,5,6,-2,2,0,11,12,1,3,00:11:01,51,1,1
2007020841,3600,25,11,1,1,2,2,6,7,-2,2,0,0,0,0,3,00:20:00,60,0,1
2007020842,1491,26,17,1,1,5,5,3,3,-2,2,0,12,11,-1,2,00:04:51,24,51,1
2007020842,2781,26,17,1,1,2,2,5,5,0,0,0,12,11,-1,3,00:06:21,46,21,1
2007020843,314,15,7,2,0,4,0,0,0,0,0,0,12,11,-1,1,00:05:14,5,14,1
2007020843,1041,15,7,1,1,5,5,2,0,0,0,0,11,12,1,1,00:17:21,17,21,1
2007020843,1124,15,7,1,1,2,2,3,1,0,0,0,12,11,-1,1,00:18:44,18,44,1
2007020844,215,3,23,1,1,2,2,0,1,1,-1,0,12,11,-1,1,00:03:35,3,35,1
2007020845,1635,9,10,1,1,2,2,1,2,0,0,0,11,12,1,2,00:07:15,27,15,1
2007020845,2158,9,10,1,1,5,5,2,4,0,0,0,11,12,1,2,00:15:58,35,58,1
2007020845,3599,9,10,1,2,2,4,4,9,-1,1,1,16,18,2,3,00:19:59,59,59,1
2007020846,3796,30,19,1,1,2,2,3,4,2,-2,0,10,10,0,4,00:03:16,63,16,1
2007020848,1668,8,21,3,1,14,2,0,1,2,-2,-1,26,20,-6,2,00:07:48,27,48,1
2007020850,2,25,4,1,1,5,5,0,0,0,0,0,11,12,1,1,00:00:02,0,2,1
2007020850,968,25,4,2,2,4,4,3,1,0,0,-1,25,25,0,1,00:16:08,16,8,1
2007020851,991,22,24,1,1,5,5,2,1,-1,1,0,12,11,-1,1,00:16:31,16,31,1
2007020854,3130,27,8,1,1,2,2,3,6,-2,2,0,12,11,-1,3,00:12:10,52,10,1
2007020855,570,12,2,2,0,12,0,0,1,-2,2,0,12,11,-1,1,00:09:30,9,30,1
2007020855,793,12,2,1,1,2,2,2,1,-1,1,0,12,11,-1,1,00:13:13,13,13,1
2007020855,3564,12,2,1,1,2,2,5,3,-1,1,-1,11,12,1,3,00:19:24,59,24,1
2007020856,1904,17,9,1,1,2,2,2,2,4,-4,0,12,11,-1,2,00:11:44,31,44,1
2007020857,162,18,19,1,1,5,5,1,0,0,0,0,12,11,-1,1,00:02:42,2,42,1
2007020857,526,18,19,1,0,2,0,2,2,0,0,0,6,7,1,1,00:08:46,8,46,1
2007020858,1713,11,10,1,2,5,7,3,1,-2,2,0,17,16,-1,2,00:08:33,28,33,1
2007020858,2397,11,10,3,3,20,20,4,4,-2,2,0,29,29,0,2,00:19:57,39,57,1
2007020862,1659,14,27,1,2,2,4,2,1,0,0,0,16,16,0,2,00:07:39,27,39,1
2007020864,952,30,4,1,1,5,5,2,1,-1,1,0,11,12,1,1,00:15:52,15,52,1
2007020866,1548,21,2,1,1,2,2,1,1,-1,1,0,12,11,-1,2,00:05:48,25,48,1
2007020867,1782,7,12,1,1,2,2,5,0,-2,2,-1,11,10,-1,2,00:09:42,29,42,1
2007020867,1825,7,12,1,1,2,2,6,1,-1,1,0,11,12,1,2,00:10:25,30,25,1
2007020868,332,29,15,1,1,2,2,0,1,-1,1,0,12,12,0,1,00:05:32,5,32,1
2007020868,728,29,15,1,1,5,5,1,2,-1,1,0,11,12,1,1,00:12:08,12,8,1
2007020868,1790,29,15,1,1,2,2,5,5,1,-1,1,9,12,3,2,00:09:50,29,50,1
2007020868,3288,29,15,1,1,2,2,7,8,2,-2,-1,12,9,-3,3,00:14:48,54,48,1
2007020870,483,17,4,1,1,5,5,0,0,-2,2,0,12,11,-1,1,00:08:03,8,3,1
2007020870,2984,17,4,1,1,2,2,3,4,3,-3,0,11,12,1,3,00:09:44,49,44,1
2007020871,297,11,18,1,1,5,5,0,0,-1,1,0,12,11,-1,1,00:04:57,4,57,1
2007020871,3133,11,18,1,1,2,2,2,5,0,0,0,11,12,1,3,00:12:13,52,13,1
2007020873,377,25,20,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:06:17,6,17,1
2007020873,2216,25,20,3,1,17,5,2,2,-1,1,0,24,21,-3,2,00:16:56,36,56,1
2007020873,2400,25,20,0,1,0,2,5,3,-1,1,5,0,6,6,2,00:20:00,40,0,1
2007020873,3433,25,20,1,1,2,2,7,4,1,-1,0,11,12,1,3,00:17:13,57,13,1
2007020874,287,26,6,2,0,4,0,0,1,0,0,0,12,11,-1,1,00:04:47,4,47,1
2007020874,1181,26,6,2,1,4,2,2,5,0,0,1,15,18,3,1,00:19:41,19,41,1
2007020874,2092,26,6,1,1,2,2,4,6,-2,2,0,12,11,-1,2,00:14:52,34,52,1
2007020875,1186,14,31,1,1,2,2,1,1,1,-1,0,11,12,1,1,00:19:46,19,46,1
2007020875,1392,14,31,1,1,5,5,2,3,0,0,0,11,12,1,2,00:03:12,23,12,1
2007020876,791,21,3,1,1,2,2,0,2,-1,1,0,12,11,-1,1,00:13:11,13,11,1
2007020877,2636,9,30,1,1,2,2,5,3,1,-1,-1,12,9,-3,3,00:03:56,43,56,1
2007020877,3374,9,30,1,1,2,2,6,4,0,0,0,12,11,-1,3,00:16:14,56,14,1
2007020878,263,10,22,4,2,19,7,0,0,1,-1,0,36,31,-5,1,00:04:23,4,23,1
2007020878,888,10,22,1,1,5,5,4,3,1,-1,0,12,11,-1,1,00:14:48,14,48,1
2007020879,3374,19,16,1,1,2,2,3,4,5,-5,0,12,11,-1,3,00:16:14,56,14,1
2007020882,2212,2,7,1,1,2,2,2,4,1,-1,0,12,11,-1,2,00:16:52,36,52,1
2007020882,2814,2,7,1,1,2,2,6,5,1,-1,0,11,12,1,3,00:06:54,46,54,1
2007020883,386,27,14,1,1,5,5,1,0,0,0,0,12,11,-1,1,00:06:26,6,26,1
2007020883,1908,27,14,1,1,5,5,6,4,-1,1,0,12,11,-1,2,00:11:48,31,48,1
2007020884,2986,28,31,2,3,12,17,5,5,0,0,0,30,30,0,3,00:09:46,49,46,1
2007020888,1726,24,19,1,1,2,2,0,1,-2,2,0,11,12,1,2,00:08:46,28,46,1
2007020888,2400,24,19,1,0,2,0,3,4,-2,2,0,0,0,0,2,00:20:00,40,0,1
2007020889,11,25,6,1,1,2,2,0,0,0,0,0,12,11,-1,1,00:00:11,0,11,1
2007020889,21,25,6,3,2,14,12,1,1,0,0,0,24,21,-3,1,00:00:21,0,21,1
2007020889,302,25,6,1,1,5,5,4,3,-1,1,0,12,11,-1,1,00:05:02,5,2,1
2007020889,339,25,6,1,1,2,2,5,4,-1,1,1,11,14,3,1,00:05:39,5,39,1
2007020889,2400,25,6,1,1,5,5,6,9,-2,2,0,0,0,0,2,00:20:00,40,0,1
2007020889,3560,25,6,3,3,20,9,8,12,-4,4,-1,33,35,2,3,00:19:20,59,20,1
2007020889,3591,25,6,3,4,20,22,11,15,-4,4,1,30,33,3,3,00:19:51,59,51,1
2007020889,3596,25,6,4,5,22,32,14,19,-4,4,0,32,32,0,3,00:19:56,59,56,1
2007020892,538,4,11,1,1,5,5,0,1,-1,1,0,12,11,-1,1,00:08:58,8,58,1
2007020892,968,4,11,1,0,2,0,1,2,-1,1,0,2,2,0,1,00:16:08,16,8,1
2007020894,2673,18,30,1,1,5,5,3,5,3,-3,0,11,12,1,3,00:04:33,44,33,1
2007020894,3172,18,30,3,2,9,7,4,7,4,-4,0,26,28,2,3,00:12:52,52,52,1
2007020894,3505,18,30,0,1,0,2,7,9,4,-4,-1,7,6,-1,3,00:18:25,58,25,1
2007020895,933,7,2,1,2,5,7,3,0,2,-2,0,17,18,1,1,00:15:33,15,33,1
2007020896,1772,20,17,0,1,0,2,1,0,-1,1,1,6,7,1,2,00:09:32,29,32,1
2007020897,165,10,16,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:02:45,2,45,1
2007020897,1763,10,16,1,2,2,4,3,3,-2,2,0,18,18,0,2,00:09:23,29,23,1
2007020897,3193,10,16,1,1,2,2,4,7,-4,4,0,11,12,1,3,00:13:13,53,13,1
2007020897,3386,10,16,1,2,2,4,5,8,-4,4,0,16,17,1,3,00:16:26,56,26,1
2007020897,3569,10,16,1,1,5,5,6,10,-4,4,0,11,12,1,3,00:19:29,59,29,1
2007020898,612,14,29,4,2,27,15,0,1,-2,2,0,33,30,-3,1,00:10:12,10,12,1
2007020898,3573,14,29,1,1,2,2,5,3,-1,1,0,12,11,-1,3,00:19:33,59,33,1
2007020899,744,28,26,0,2,0,4,2,0,0,0,0,11,12,1,1,00:12:24,12,24,1
2007020899,886,28,26,2,0,4,0,2,2,0,0,0,12,11,-1,1,00:14:46,14,46,1
2007020899,1440,28,26,1,2,2,4,5,2,-1,1,0,18,16,-2,2,00:04:00,24,0,1
2007020899,2731,28,26,0,1,0,2,7,6,-2,2,3,6,9,3,3,00:05:31,45,31,1
2007020899,3208,28,26,0,2,0,15,7,7,-3,3,0,12,12,0,3,00:13:28,53,28,1
2007020899,3515,28,26,2,2,4,4,7,9,-3,3,1,17,24,7,3,00:18:35,58,35,1
2007020900,916,11,9,1,3,5,17,1,1,1,-1,0,22,21,-1,1,00:15:16,15,16,1
2007020900,1607,11,9,2,0,4,0,3,4,0,0,0,12,11,-1,2,00:06:47,26,47,1
2007020900,2435,11,9,5,2,34,12,6,4,2,-2,0,38,37,-1,3,00:00:35,40,35,1
2007020900,3578,11,9,1,1,2,2,11,7,2,-2,0,12,11,-1,3,00:19:38,59,38,1
2007020901,3037,19,24,2,1,7,5,2,3,-2,2,0,18,16,-2,3,00:10:37,50,37,1
2007020901,3468,19,24,1,1,10,10,4,5,-2,2,0,14,13,-1,3,00:17:48,57,48,1
2007020902,135,29,13,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:02:15,2,15,1
2007020902,488,29,13,1,1,5,5,2,2,-1,1,0,12,11,-1,1,00:08:08,8,8,1
2007020902,1107,29,13,1,1,2,2,4,5,-1,1,0,9,10,1,1,00:18:27,18,27,1
2007020902,2874,29,13,1,1,2,2,6,7,0,0,0,11,12,1,3,00:07:54,47,54,1
2007020902,2999,29,13,1,1,2,2,7,8,0,0,0,7,12,5,3,00:09:59,49,59,1
2007020902,3525,29,13,1,1,5,5,8,10,0,0,0,11,12,1,3,00:18:45,58,45,1
2007020904,1103,2,23,2,2,7,7,2,0,1,-1,-1,24,20,-4,1,00:18:23,18,23,1
2007020905,1200,27,7,0,1,0,2,3,2,1,-1,0,0,0,0,1,00:20:00,20,0,1
2007020905,3537,27,7,1,2,2,12,6,6,-2,2,0,17,16,-1,3,00:18:57,58,57,1
2007020906,988,15,21,2,1,4,2,2,1,1,-1,0,18,14,-4,1,00:16:28,16,28,1
2007020906,3160,15,21,1,1,2,2,5,6,1,-1,0,11,12,1,3,00:12:40,52,40,1
2007020907,96,17,6,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:01:36,1,36,1
2007020908,1200,20,25,0,1,0,2,1,1,-1,1,0,0,0,0,1,00:20:00,20,0,1
2007020908,1770,20,25,3,1,17,5,1,2,-1,1,0,24,24,0,2,00:09:30,29,30,1
2007020908,3435,20,25,0,1,0,2,5,4,-2,2,1,6,7,1,3,00:17:15,57,15,1
2007020909,2,18,4,1,1,5,5,0,0,0,0,0,11,12,1,1,00:00:02,0,2,1
2007020909,203,18,4,1,1,2,2,1,1,1,-1,0,12,11,-1,1,00:03:23,3,23,1
2007020909,1875,18,4,1,1,2,2,5,4,3,-3,0,11,12,1,2,00:11:15,31,15,1
2007020909,2856,18,4,0,2,0,4,6,6,3,-3,0,11,12,1,3,00:07:36,47,36,1
2007020910,87,24,16,1,1,5,5,0,1,0,0,1,10,11,1,1,00:01:27,1,27,1
2007020910,588,24,16,1,1,2,2,2,3,0,0,0,12,11,-1,1,00:09:48,9,48,1
2007020910,714,24,16,1,1,5,5,3,4,0,0,0,12,11,-1,1,00:11:54,11,54,1
2007020910,2862,24,16,1,1,2,2,7,7,0,0,-1,11,10,-1,3,00:07:42,47,42,1
2007020910,3172,24,16,2,1,4,2,8,8,0,0,0,17,16,-1,3,00:12:52,52,52,1
2007020913,2742,3,28,2,2,4,4,2,2,1,-1,0,22,21,-1,3,00:05:42,45,42,1
2007020914,1221,4,20,1,1,5,5,0,0,1,-1,0,11,12,1,2,00:00:21,20,21,1
2007020915,52,22,16,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:00:52,0,52,1
2007020915,3600,22,16,1,1,2,2,5,5,-1,1,0,0,0,0,3,00:20:00,60,0,1
2007020917,3027,28,12,0,1,0,2,3,2,1,-1,-1,7,6,-1,3,00:10:27,50,27,1
2007020917,3487,28,12,0,2,0,4,3,3,1,-1,0,11,12,1,3,00:18:07,58,7,1
2007020918,526,7,26,1,1,5,5,1,0,0,0,0,12,11,-1,1,00:08:46,8,46,1
2007020920,943,1,8,1,1,2,2,0,3,-1,1,0,12,11,-1,1,00:15:43,15,43,1
2007020921,1286,2,15,2,1,15,5,1,0,-2,2,0,18,18,0,2,00:01:26,21,26,1
2007020922,2617,27,30,1,1,5,5,1,2,1,-1,0,12,11,-1,3,00:03:37,43,37,1
2007020922,2908,27,30,1,1,2,2,2,3,0,0,0,11,12,1,3,00:08:28,48,28,1
2007020923,367,21,13,1,1,5,5,0,0,1,-1,0,12,11,-1,1,00:06:07,6,7,1
2007020923,847,21,13,1,1,5,5,1,1,1,-1,0,12,11,-1,1,00:14:07,14,7,1
2007020924,2296,17,25,1,1,5,5,2,4,-1,1,0,12,11,-1,2,00:18:16,38,16,1
2007020924,3266,17,25,1,1,2,2,5,7,0,0,0,12,11,-1,3,00:14:26,54,26,1
2007020924,3437,17,25,1,1,2,2,6,8,0,0,0,12,11,-1,3,00:17:17,57,17,1
2007020925,2634,19,18,1,1,5,5,1,2,5,-5,0,12,12,0,3,00:03:54,43,54,1
2007020926,378,22,6,1,1,5,5,0,0,0,0,0,11,12,1,1,00:06:18,6,18,1
2007020926,781,22,6,0,1,0,10,1,2,0,0,0,1,1,0,1,00:13:01,13,1,1
2007020926,1501,22,6,0,2,0,4,2,5,1,-1,1,10,12,2,2,00:05:01,25,1,1
2007020928,596,24,11,0,1,0,2,1,1,0,0,-4,5,1,-4,1,00:09:56,9,56,1
2007020929,1621,10,18,1,1,5,5,1,3,0,0,0,12,11,-1,2,00:07:01,27,1,1
2007020929,2016,10,18,1,1,5,5,3,4,0,0,0,12,11,-1,2,00:13:36,33,36,1
2007020929,2022,10,18,1,1,2,2,4,5,0,0,0,11,12,1,2,00:13:42,33,42,1
2007020930,1036,14,28,1,1,2,2,1,3,1,-1,0,12,11,-1,1,00:17:16,17,16,1
2007020930,2434,14,28,1,1,2,2,4,5,0,0,0,12,11,-1,3,00:00:34,40,34,1
2007020932,1184,19,4,2,2,4,4,3,1,0,0,0,19,23,4,1,00:19:44,19,44,1
2007020932,1437,19,4,2,3,7,17,5,4,0,0,0,27,26,-1,2,00:03:57,23,57,1
2007020933,707,29,3,1,1,5,5,0,0,-1,1,0,11,12,1,1,00:11:47,11,47,1
2007020934,1198,8,23,1,1,5,5,0,2,-1,1,0,12,11,-1,1,00:19:58,19,58,1
2007020935,1200,1,31,0,1,0,2,2,2,-1,1,0,0,0,0,1,00:20:00,20,0,1
2007020936,357,2,30,1,1,5,5,0,1,0,0,0,12,11,-1,1,00:05:57,5,57,1
2007020936,2977,2,30,1,1,2,2,4,7,-2,2,0,12,11,-1,3,00:09:37,49,37,1
2007020936,3450,2,30,1,1,2,2,5,8,-3,3,0,12,11,-1,3,00:17:30,57,30,1
2007020938,197,12,13,1,0,2,0,0,0,0,0,5,1,6,5,1,00:03:17,3,17,1
2007020939,86,17,22,2,1,4,2,0,0,0,0,0,18,16,-2,1,00:01:26,1,26,1
2007020940,1200,25,9,1,1,2,2,3,1,0,0,0,0,0,0,1,00:20:00,20,0,1
2007020941,1045,20,16,0,1,0,2,2,1,-1,1,-5,6,0,-6,1,00:17:25,17,25,1
2007020941,1360,20,16,1,1,2,2,2,2,-1,1,0,11,12,1,2,00:02:40,22,40,1
2007020941,3348,20,16,1,1,2,2,5,7,-1,1,0,12,11,-1,3,00:15:48,55,48,1
2007020942,242,15,26,2,0,12,0,0,0,0,0,0,12,11,-1,1,00:04:02,4,2,1
2007020943,458,3,14,1,1,5,5,0,0,0,0,0,11,12,1,1,00:07:38,7,38,1
2007020943,1905,3,14,1,1,2,2,2,2,0,0,0,12,11,-1,2,00:11:45,31,45,1
2007020944,1182,23,21,2,2,15,15,0,1,1,-1,0,23,22,-1,1,00:19:42,19,42,1
2007020944,2558,23,21,1,1,5,5,3,5,3,-3,0,12,11,-1,3,00:02:38,42,38,1
2007020945,324,6,11,1,1,5,5,0,0,-1,1,0,11,12,1,1,00:05:24,5,24,1
2007020946,321,24,18,2,1,4,2,0,0,0,0,-1,17,16,-1,1,00:05:21,5,21,1
2007020946,1200,24,18,1,0,2,0,3,2,0,0,0,0,0,0,1,00:20:00,20,0,1
2007020947,644,10,4,1,1,5,5,0,1,2,-2,0,12,11,-1,1,00:10:44,10,44,1
2007020947,978,10,4,0,1,0,2,2,2,2,-2,-4,6,1,-5,1,00:16:18,16,18,1
2007020947,3147,10,4,2,3,7,9,7,9,2,-2,0,28,23,-5,3,00:12:27,52,27,1
2007020948,182,8,7,1,2,5,7,0,0,0,0,0,16,17,1,1,00:03:02,3,2,1
2007020948,2329,8,7,1,1,2,2,3,5,1,-1,0,12,12,0,2,00:18:49,38,49,1
2007020950,3200,13,27,1,1,2,2,3,4,3,-3,0,11,12,1,3,00:13:20,53,20,1
2007020951,3423,28,15,2,1,15,5,5,8,-3,3,0,17,16,-1,3,00:17:03,57,3,1
2007020952,1758,3,20,1,1,5,5,1,0,2,-2,0,11,12,1,2,00:09:18,29,18,1
2007020952,2299,3,20,1,1,5,5,2,1,2,-2,0,12,11,-1,2,00:18:19,38,19,1
2007020953,429,29,14,1,1,2,5,1,0,0,0,0,12,11,-1,1,00:07:09,7,9,1
2007020953,908,29,14,1,1,5,5,3,1,0,0,0,11,12,1,1,00:15:08,15,8,1
2007020953,1146,29,14,1,1,2,2,4,2,0,0,0,11,12,1,1,00:19:06,19,6,1
2007020953,1629,29,14,1,1,5,5,5,5,0,0,0,11,12,1,2,00:07:09,27,9,1
2007020954,3269,2,31,1,1,2,2,4,4,4,-4,0,12,11,-1,3,00:14:29,54,29,1
2007020955,3315,18,22,1,1,5,5,2,7,-2,2,0,11,12,1,3,00:15:15,55,15,1
2007020956,406,16,11,1,1,5,5,0,1,-1,1,0,12,12,0,1,00:06:46,6,46,1
2007020956,2047,16,11,2,1,4,2,3,5,1,-1,0,18,17,-1,2,00:14:07,34,7,1
2007020958,1136,8,17,1,1,2,2,1,1,2,-2,1,10,11,1,1,00:18:56,18,56,1
2007020958,2808,8,17,1,1,5,5,5,3,2,-2,0,12,11,-1,3,00:06:48,46,48,1
2007020958,2809,8,17,1,1,5,5,6,4,2,-2,0,11,12,1,3,00:06:49,46,49,1
2007020958,3244,8,17,2,3,4,9,8,5,4,-4,0,27,30,3,3,00:14:04,54,4,1
2007020958,3412,8,17,2,2,4,4,10,8,4,-4,1,20,24,4,3,00:16:52,56,52,1
2007020958,3529,8,17,0,2,0,4,12,10,4,-4,1,9,12,3,3,00:18:49,58,49,1
2007020959,2042,30,26,1,1,5,5,3,1,-1,1,0,12,11,-1,2,00:14:02,34,2,1
2007020961,2202,21,1,1,1,2,2,1,1,1,-1,-1,12,10,-2,2,00:16:42,36,42,1
2007020962,2212,4,24,1,1,2,2,1,2,1,-1,0,12,11,-1,2,00:16:52,36,52,1
2007020962,3055,4,24,2,2,4,4,2,3,1,-1,0,22,21,-1,3,00:10:55,50,55,1
2007020962,3600,4,24,1,0,2,0,5,5,1,-1,0,0,0,0,3,00:20:00,60,0,1
2007020964,3036,13,15,2,1,4,2,2,3,4,-4,1,15,17,2,3,00:10:36,50,36,1
2007020964,3313,13,15,1,1,2,2,4,4,3,-3,0,12,11,-1,3,00:15:13,55,13,1
2007020964,3452,13,15,1,2,5,7,5,5,3,-3,0,16,18,2,3,00:17:32,57,32,1
2007020965,1593,7,27,1,2,2,15,2,1,-1,1,-1,16,16,0,2,00:06:33,26,33,1
2007020965,2781,7,27,3,2,17,7,4,3,1,-1,0,29,27,-2,3,00:06:21,46,21,1
2007020966,1935,29,23,1,1,5,5,2,2,-2,2,0,11,12,1,2,00:12:15,32,15,1
2007020966,2224,29,23,1,1,10,10,3,3,-2,2,-1,12,10,-2,2,00:17:04,37,4,1
2007020968,2373,18,24,1,1,2,2,5,2,-1,1,0,12,11,-1,2,00:19:33,39,33,1
2007020969,3288,22,4,1,2,5,7,3,4,3,-3,0,15,18,3,3,00:14:48,54,48,1
2007020969,3318,22,4,2,4,7,19,4,6,3,-3,1,25,30,5,3,00:15:18,55,18,1
2007020972,2181,8,2,2,1,7,5,2,4,-2,2,0,18,15,-3,2,00:16:21,36,21,1
2007020973,3593,21,20,2,1,12,2,3,3,-1,1,1,17,16,-1,3,00:19:53,59,53,1
2007020975,1737,12,1,1,1,5,5,2,1,1,-1,0,12,11,-1,2,00:08:57,28,57,1
2007020975,2327,12,1,1,1,2,2,3,4,2,-2,0,12,11,-1,2,00:18:47,38,47,1
2007020975,3722,12,1,0,2,0,20,4,6,1,-1,1,8,10,2,4,00:02:02,62,2,1
2007020976,1584,25,30,1,2,5,7,3,2,1,-1,0,18,17,-1,2,00:06:24,26,24,1
2007020976,2047,25,30,1,1,5,5,4,4,2,-2,0,11,12,1,2,00:14:07,34,7,1
2007020976,2746,25,30,1,1,2,2,5,5,1,-1,0,11,12,1,3,00:05:46,45,46,1
2007020977,331,10,16,2,1,15,5,0,1,1,-1,0,18,16,-2,1,00:05:31,5,31,1
2007020977,1177,10,16,4,4,10,8,3,4,2,-2,0,48,43,-5,1,00:19:37,19,37,1
2007020977,1409,10,16,1,1,5,5,7,8,2,-2,-1,14,11,-3,2,00:03:29,23,29,1
2007020977,3513,10,16,0,3,0,14,11,11,1,-1,2,13,18,5,3,00:18:33,58,33,1
2007020979,1568,28,7,1,1,5,5,0,0,-1,1,0,11,12,1,2,00:06:08,26,8,1
2007020980,1118,27,15,1,1,5,5,0,2,1,-1,0,11,12,1,1,00:18:38,18,38,1
2007020980,1136,27,15,2,2,4,4,1,3,1,-1,0,21,22,1,1,00:18:56,18,56,1
2007020981,3588,2,14,1,1,2,2,2,6,1,-1,-1,12,12,0,3,00:19:48,59,48,1
2007020983,1838,29,12,1,1,2,2,0,3,2,-2,0,11,12,1,2,00:10:38,30,38,1
2007020984,2503,22,17,2,1,7,5,5,7,-1,1,1,15,16,1,3,00:01:43,41,43,1
2007020985,870,18,26,1,1,5,5,1,1,0,0,0,12,11,-1,1,00:14:30,14,30,1
2007020986,2529,11,19,1,2,2,4,3,1,2,-2,0,16,17,1,3,00:02:09,42,9,1
2007020988,2678,8,9,1,1,2,2,3,4,-1,1,0,12,12,0,3,00:04:38,44,38,1
2007020990,1355,23,7,1,1,5,5,3,2,1,-1,0,12,11,-1,2,00:02:35,22,35,1
2007020990,2400,23,7,0,1,0,2,6,3,1,-1,0,0,0,0,2,00:20:00,40,0,1
2007020990,3331,23,7,1,1,2,2,7,5,0,0,0,12,11,-1,3,00:15:31,55,31,1
2007020992,2302,4,25,1,1,2,2,3,3,2,-2,0,12,11,-1,2,00:18:22,38,22,1
2007020992,2751,4,25,3,3,17,9,4,4,2,-2,0,30,35,5,3,00:05:51,45,51,1
2007020992,2989,4,25,2,1,7,5,7,7,3,-3,0,18,16,-2,3,00:09:49,49,49,1
2007020992,3520,4,25,1,1,10,10,9,8,3,-3,0,12,12,0,3,00:18:40,58,40,1
2007020993,2296,20,19,1,0,2,0,4,3,0,0,5,1,6,5,2,00:18:16,38,16,1
2007020994,1788,6,30,1,1,2,2,2,2,0,0,1,10,12,2,2,00:09:48,29,48,1
2007020995,413,3,13,1,1,5,5,1,1,2,-2,0,11,12,1,1,00:06:53,6,53,1
2007020995,1672,3,13,1,1,5,5,4,5,6,-6,0,12,11,-1,2,00:07:52,27,52,1
2007020996,2952,10,27,0,2,0,4,2,2,1,-1,0,11,12,1,3,00:09:12,49,12,1
2007020996,3340,10,27,0,2,0,4,3,4,2,-2,0,11,12,1,3,00:15:40,55,40,1
2007020996,3489,10,27,1,0,2,0,3,6,2,-2,-1,7,6,-1,3,00:18:09,58,9,1
2007020996,3584,10,27,1,1,2,2,4,6,2,-2,-2,12,10,-2,3,00:19:44,59,44,1
2007020999,1956,23,28,2,1,4,2,0,1,-1,1,0,18,15,-3,2,00:12:36,32,36,1
2007021000,871,7,8,1,1,2,2,1,1,-2,2,0,12,11,-1,1,00:14:31,14,31,1
2007021000,1174,7,8,1,3,2,14,3,2,-1,1,0,23,24,1,1,00:19:34,19,34,1
2007021000,3215,7,8,1,1,2,2,8,9,-3,3,0,12,11,-1,3,00:13:35,53,35,1
2007021001,2635,1,14,1,2,2,4,3,1,-1,1,0,16,17,1,3,00:03:55,43,55,1
2007021003,1200,20,4,1,2,2,4,1,1,0,0,0,0,0,0,1,00:20:00,20,0,1
2007021003,3204,20,4,2,0,4,0,4,6,-1,1,1,10,11,1,3,00:13:24,53,24,1
2007021003,3470,20,4,1,1,2,2,6,6,-1,1,0,11,12,1,3,00:17:50,57,50,1
2007021004,3557,18,19,1,2,5,9,2,4,1,-1,-3,17,10,-7,3,00:19:17,59,17,1
2007021005,28,11,25,1,1,5,5,0,0,0,0,0,12,11,-1,1,00:00:28,0,28,1
2007021005,1202,11,25,1,1,5,5,1,2,1,-1,0,11,12,1,2,00:00:02,20,2,1
2007021007,1396,6,17,3,3,20,20,0,1,-4,4,0,33,35,2,2,00:03:16,23,16,1
2007021009,3255,31,29,1,1,2,2,6,2,-2,2,0,12,11,-1,3,00:14:15,54,15,1
2007021010,1804,9,18,2,1,4,2,2,1,1,-1,0,18,16,-2,2,00:10:04,30,4,1
2007021010,2023,9,18,1,1,2,2,4,2,1,-1,1,10,12,2,2,00:13:43,33,43,1
2007021010,2174,9,18,0,1,0,2,5,3,1,-1,-5,6,1,-5,2,00:16:14,36,14,1
2007021010,3386,9,18,1,1,2,2,6,5,2,-2,0,12,11,-1,3,00:16:26,56,26,1
2007021010,3559,9,18,1,2,2,4,7,6,3,-3,0,16,17,1,3,00:19:19,59,19,1
