PlayerID,LogDiff,ParamDiff,stdLogDiff,ELDLogLikelihood,MIDPlus,ELDPrior,STDELDLogLikelihood,SpecificLogNbN,GenericLogNbN,MID,PriorD,specificLog,genericLog,Standing.score+20,standing
110,52.758048609683385,0.0000,0.06940600442651071,129.40384286328367,201.71759353185954,3.0163625478744507,0.16203125112837083,0.06575600147541417,0.08106874442218166,62.45375429956537,139.26383923229417,-0.5187975633889437,-0.5882035678154544,17,13
111,23.78650833431043,0.0000,0.05259724255455168,88.57745105341861,116.71012491007384,1.862624053120319,0.15039536141251264,0.05974945514707972,0.0646494014776851,47.333962967521266,69.37616194255259,-0.5976802787106288,-0.6502775212651805,13,16
30,57.17732529891165,0.0000,0.07740080238957155,143.86996259187399,202.75387627827493,2.6385627671291956,0.1803948431471853,0.0646469916217029,0.07644502060781967,78.9329010310926,123.82097524718235,-0.5530791515974622,-0.6304799539870337,7,18
39,31.549985057429264,0.0000,0.04768469047389532,113.21608615548988,178.82571317647634,2.4008621732263187,0.1366065156302954,0.05615162414645678,0.04848713232694489,64.94508572628624,113.88062745019009,-0.5523171577798692,-0.6000018482537646,4,19
45,31.90160746323435,0.0000,0.04288192995284733,108.90404528065731,164.6898663985102,2.273534775956681,0.13421466799550935,0.04777825220340961,0.049605015498635024,59.82352373474523,104.86634266376495,-0.5620677924077762,-0.6049497223606235,17,12
5,42.023718884116725,0.0000,0.052553557447696984,121.89951658876319,202.25458794518522,2.867596084350034,0.15498329032408564,0.05303061481467204,0.04684800394859753,78.13141413738853,124.12317380779668,-0.5685514105777991,-0.6211049680254961,1,20
52,32.45915739159835,0.0000,0.045909992174098364,108.75985975014537,165.68737689131186,2.493057721931683,0.15524971874822913,0.03813161091682942,0.027778901855804426,66.64215858359086,99.04521830772099,-0.5653764389847454,-0.6112864311588438,8,17
54,34.1252172369706,0.0000,0.05834834846226793,102.79729396418522,152.2925927764491,2.6113995776364676,0.13959740362081088,0.05391185430221651,0.04491087050226174,66.69290990578502,85.5996828706641,-0.5204165209280817,-0.5787648693903497,16,14
56,45.626626667223476,0.0000,0.05361177242900196,108.48274155666954,160.49535682326868,2.574002451802555,0.13096039658902506,0.04831830023444798,0.05329033335376727,56.64740534832603,103.84795147494266,-0.5371918448884236,-0.5908036173174256,17,11
7,40.30762220683851,0.0000,0.04678188519258248,110.0820171205621,180.17641344195917,2.375771288809023,0.13851474914209624,0.05636060668743755,0.050718343483382146,62.2860342828851,117.89037915907409,-0.568964767612909,-0.6157466528054915,15,15
