ELDLogLikelihood,NormalizedSal
7.981743567519718,0.17195767195767195
14.515412618716558,0.25252525252525254
6.522466520468394,0.10256410256410256
11.425423999627432,0.2835538752362949
7.506806168291304,0.22435897435897437
2.55619045595328,0.06613756613756613
7.133653162254228,0.21323529411764705
7.961805784040028,0.13227513227513227
3.91776622666253,0.09210526315789473
8.89471279250251,0.12229078868151716
11.694488366444906,0.1687116564417178
8.42863855097029,0.06901840490797546
4.4536777469846935,0.06504065040650407
8.312986161973742,0.06504065040650407
2.498706102371216,0.013227513227513227
4.295175787475374,0.11659192825112108
6.552673015329573,0.04878048780487805
7.338772230678135,0.15808823529411764
3.5548082503179708,0.06613756613756613
