MatchID,HomeTeam,RoadTeam,HomeNumberPenalties,RoadNumberPenalties,HomeTeamPMinutes,RoadTeamPMinutes,GoalDifferential,HomePenaltySum,AwayPenaltySum,HomeTeamPlayers,RoadTeamPlayers,Period,Time_Of_Penalty,minutes,seconds,RegularSeason
2013021111,1,9,1,1,2,2,1,NULL,NULL,5,5,1,0:14:48,14,48,1
2013021111,1,9,1,1,2,2,-1,NULL,NULL,5,5,3,0:06:38,46,38,1
2013021109,11,26,1,1,2,2,1,NULL,NULL,5,5,3,0:08:31,48,31,1
2013021107,6,10,1,1,2,2,0,NULL,NULL,5,5,1,0:12:18,12,18,1
2013021107,6,10,1,1,2,2,0,NULL,NULL,5,5,2,0:16:02,36,2,1
2013021103,30,15,1,1,2,2,0,NULL,NULL,4,5,1,0:12:40,12,40,1
2013021102,7,1,1,1,2,2,1,NULL,NULL,5,5,2,0:15:49,35,49,1
2013021101,26,5,1,1,2,2,0,NULL,NULL,5,5,2,0:19:06,39,6,1
2013021095,9,2,1,1,2,2,-1,NULL,NULL,5,5,1,0:13:27,13,27,1
2013021091,16,10,1,1,2,2,0,NULL,NULL,5,5,2,0:13:04,33,4,1
2013021090,23,7,1,1,2,2,2,NULL,NULL,5,5,3,0:01:53,41,53,1
2013021081,3,19,1,1,2,2,1,NULL,NULL,5,5,2,0:11:50,31,50,1
2013021077,22,5,1,1,2,2,2,NULL,NULL,5,5,3,0:16:06,56,6,1
2013021074,7,19,1,1,2,2,-1,NULL,NULL,5,5,3,0:02:33,42,33,1
2013021073,23,24,1,1,2,2,-1,NULL,NULL,5,5,3,0:13:09,53,9,1
2013021071,25,8,1,1,2,2,-1,NULL,NULL,5,5,1,0:03:04,3,4,1
2013021067,15,18,1,1,2,2,-1,NULL,NULL,5,5,3,0:20:00,60,0,1
2013021066,28,30,1,1,2,2,0,NULL,NULL,5,5,1,0:11:18,11,18,1
2013021064,6,16,1,1,2,2,-4,NULL,NULL,5,5,2,0:20:00,40,0,1
2013021063,24,13,1,1,2,2,0,NULL,NULL,5,4,1,0:17:16,17,16,1
2013021063,24,13,1,1,2,2,1,NULL,NULL,5,5,2,0:10:06,30,6,1
2013021061,14,23,1,1,2,2,0,NULL,NULL,5,5,1,0:03:09,3,9,1
2013021058,22,27,1,1,2,2,-1,NULL,NULL,5,5,2,0:13:53,33,53,1
2013021058,22,27,1,1,2,2,2,NULL,NULL,4,5,3,0:12:32,52,32,1
2013021058,22,27,1,1,2,2,2,NULL,NULL,4,5,3,0:14:45,54,45,1
2013021057,20,9,1,1,2,2,1,NULL,NULL,5,5,1,0:06:43,6,43,1
