Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,SSIRank
2010-2011,Regular Season,8470740,Lee Stempniak,10.75956866,106
2010-2011,Regular Season,8471234,Wojtek Wolski,10.75561082,107
2010-2011,Regular Season,8470171,Maxime Talbot,10.73698517,108
2010-2011,Regular Season,8471276,David Krejci,10.7180436,109
2010-2011,Regular Season,8467463,Mikael Samuelsson,10.63984894,110
2010-2011,Regular Season,8460577,Milan Hejduk,10.55042662,111
2010-2011,Regular Season,8470603,Andrei Kostitsyn,10.54154826,112
2010-2011,Regular Season,8475158,Ryan O'Reilly,10.40995534,113
2010-2011,Regular Season,8466148,Marian Hossa,10.40117287,114
2010-2011,Regular Season,8474040,Sam Gagner,10.38896566,115
2010-2011,Regular Season,8471699,Andrew Cogliano,10.25898774,116
2010-2011,Regular Season,8470283,Tim Brent,10.12677853,117
2010-2011,Regular Season,8467370,Mike Fisher,10.06289164,118
2010-2011,Regular Season,8469707,Pierre-Alexandre Parenteau,10.01125031,119
2010-2011,Regular Season,8467334,Manny Malhotra,10.00344749,120
2010-2011,Regular Season,8470274,Chris Higgins,9.884846502,121
2010-2011,Regular Season,8471215,Evgeni Malkin,9.866076011,122
2010-2011,Regular Season,8459442,Saku Koivu,9.797090964,123
2010-2011,Regular Season,8470299,Erik Christensen,9.781583923,124
2010-2011,Regular Season,8466149,Daniel Cleary,9.747008003,125
2010-2011,Regular Season,8473573,Artem Anisimov,9.725591276,126
2010-2011,Regular Season,8473544,Derick Brassard,9.677312091,127
2010-2011,Regular Season,8470151,Jay Bouwmeester,9.610209001,128
2010-2011,Regular Season,8459444,Todd Bertuzzi,9.608458836,129
2010-2011,Regular Season,8469555,Christian Ehrhoff,9.59792101,130
2010-2011,Regular Season,8466393,Pascal Dupuis,9.585109288,131
2010-2011,Regular Season,8470596,Nathan Horton,9.568482166,132
2010-2011,Regular Season,8458525,Brian Rolston,9.552386848,133
2010-2011,Regular Season,8466251,Jason Chimera,9.52231078,134
2010-2011,Regular Season,8460542,Patrik Elias,9.520256261,135
2010-2011,Regular Season,8469547,Jordin Tootoo,9.478310863,136
2010-2011,Regular Season,8471664,Mason Raymond,9.437284512,137
2010-2011,Regular Season,8475169,Evander Kane,9.3816054,138
2010-2011,Regular Season,8460743,Tomas Holmstrom,9.299870544,139
2010-2011,Regular Season,8470834,Dustin Byfuglien,9.244909272,140
2010-2011,Regular Season,8459429,Jason Arnott,9.153374478,141
2010-2011,Regular Season,8471698,T.J. Oshie,9.117864255,142
2010-2011,Regular Season,8469462,Tuomo Ruutu,9.103966639,143
2010-2011,Regular Season,8471851,Matt D'Agostini,9.093558432,144
2010-2011,Regular Season,8468483,Marian Gaborik,9.093352641,145
2010-2011,Regular Season,8470613,Brent Burns,9.077304368,146
2010-2011,Regular Season,8474573,Josh Bailey,9.050588932,147
2010-2011,Regular Season,8474563,Drew Doughty,8.98522706,148
2010-2011,Regular Season,8469622,Ryane Clowe,8.973067564,149
2010-2011,Regular Season,8470153,Pierre-Marc Bouchard,8.900602279,150
2010-2011,Regular Season,8470775,Nate Thompson,8.889984895,151
2010-2011,Regular Season,8468434,Andy McDonald,8.852789021,152
2010-2011,Regular Season,8469506,Jason Pominville,8.846984244,153
2010-2011,Regular Season,8474161,Jakub Voracek,8.772713628,154
2010-2011,Regular Season,8469465,Dan Hamhuis,8.744067781,155
2010-2011,Regular Season,8474190,Wayne Simmonds,8.719033422,156
2010-2011,Regular Season,8474569,Colin Wilson,8.714905467,157
2010-2011,Regular Season,8469759,Vernon Fiddler,8.711803985,158
2010-2011,Regular Season,8464989,Matt Cullen,8.556901327,159
2010-2011,Regular Season,8467423,Shawn Horcoff,8.554539922,160
2010-2011,Regular Season,8460496,Ryan Smyth,8.516531134,161
2010-2011,Regular Season,8470626,Loui Eriksson,8.512536195,162
2010-2011,Regular Season,8474565,Alex Pietrangelo,8.508603399,163
2010-2011,Regular Season,8468542,Paul Martin,8.354874116,164
2010-2011,Regular Season,8470803,Kyle Brodziak,8.292654302,165
2010-2011,Regular Season,8467338,Alex Tanguay,8.280226465,166
2010-2011,Regular Season,8467925,Adam Hall,8.274603932,167
2010-2011,Regular Season,8468704,Antti Miettinen,8.259055753,168
2010-2011,Regular Season,8473473,Milan Lucic,8.254679891,169
2010-2011,Regular Season,8460567,Chris Clark,8.249195834,170
2010-2011,Regular Season,8471682,Devin Setoguchi,8.239321434,171
2010-2011,Regular Season,8471339,Ryan Callahan,8.236522958,172
2010-2011,Regular Season,8470039,Tomas Fleischmann,8.211674543,173
2010-2011,Regular Season,8470599,Milan Michalek,8.166523312,174
2010-2011,Regular Season,8470137,Joni Pitkanen,8.147608598,175
2010-2011,Regular Season,8459670,Kimmo Timonen,8.09446649,176
2010-2011,Regular Season,8462176,Brent Sopel,8.057654519,177
2010-2011,Regular Season,8470755,Brad Richardson,8.048567523,178
2010-2011,Regular Season,8470920,David Clarkson,8.037554068,179
2010-2011,Regular Season,8473504,Cal Clutterbuck,8.023136554,180
2010-2011,Regular Season,8470281,Duncan Keith,8.001414522,181
2010-2011,Regular Season,8474037,James van Riemsdyk,7.988400341,182
2010-2011,Regular Season,8467988,Ryan Malone,7.978305353,183
2010-2011,Regular Season,8467899,Martin Havlat,7.929382154,184
2010-2011,Regular Season,8467514,Pavel Datsyuk,7.884287666,185
2010-2011,Regular Season,8469483,David Steckel,7.842676227,186
2010-2011,Regular Season,8467330,David Legwand,7.826670352,187
2010-2011,Regular Season,8473537,Viktor Stalberg,7.82432855,188
2010-2011,Regular Season,8467353,Nik Antropov,7.790164175,189
2010-2011,Regular Season,8471887,Patric Hornqvist,7.786154382,190
2010-2011,Regular Season,8468639,John-Michael Liles,7.768570618,191
2010-2011,Regular Season,8468485,Raffi Torres,7.762600839,192
2010-2011,Regular Season,8467545,Michael Ryder,7.743011351,193
2010-2011,Regular Season,8471804,Nathan Gerbe,7.739566117,194
2010-2011,Regular Season,8471735,Keith Yandle,7.707435798,195
2010-2011,Regular Season,8475791,Taylor Hall,7.692731974,196
2010-2011,Regular Season,8471807,Tom Wandell,7.65977425,197
2010-2011,Regular Season,8474646,Brandon McMillan,7.610466986,198
2010-2011,Regular Season,8475149,Marcus Johansson,7.55329244,199
2010-2011,Regular Season,8468085,Radim Vrbata,7.496921599,200
2010-2011,Regular Season,8468520,Kurtis Foster,7.463391551,201
2010-2011,Regular Season,8465009,Zdeno Chara,7.458983833,202
2010-2011,Regular Season,8468208,Joel Ward,7.389524903,203
2010-2011,Regular Season,8467881,Taylor Pyatt,7.378305396,204
2010-2011,Regular Season,8471498,Jannik Hansen,7.345349578,205
2010-2011,Regular Season,8471691,Martin Hanzal,7.230171099,206
2010-2011,Regular Season,8474578,Erik Karlsson,7.1885212,207
2010-2011,Regular Season,8471323,Ryan Jones,7.026087146,208
2010-2011,Regular Season,8467967,Chris Kelly,7.009727747,209
2010-2011,Regular Season,8470180,Eric Nystrom,6.974049723,210
2010-2011,Regular Season,8470602,Dion Phaneuf,6.963788388,211
2010-2011,Regular Season,8468162,Jerred Smithson,6.958231071,212
2010-2011,Regular Season,8470047,Valtteri Filppula,6.949154424,213
2010-2011,Regular Season,8470105,Scottie Upshall,6.924773263,214
2010-2011,Regular Season,8475794,Tyler Seguin,6.899580102,215
2010-2011,Regular Season,8470162,Matt Stajan,6.892792594,216
2010-2011,Regular Season,8471724,Kris Letang,6.84581102,217
2010-2011,Regular Season,8450725,Mark Recchi,6.798872801,218
2010-2011,Regular Season,8471697,Niclas Bergfors,6.797636858,219
2010-2011,Regular Season,8466181,Kristian Huselius,6.791352307,220
2010-2011,Regular Season,8468598,Lubomir Visnovsky,6.765420414,221
2010-2011,Regular Season,8471303,Alexander Edler,6.71296972,222
2010-2011,Regular Season,8469812,Chad LaRose,6.648951668,223
2010-2011,Regular Season,8469473,Marcel Goc,6.641163608,224
2010-2011,Regular Season,8469500,Mike Cammalleri,6.595357248,225
2010-2011,Regular Season,8474150,Mikael Backlund,6.52882487,226
2010-2011,Regular Season,8473700,Ryan Wilson,6.507118622,227
2010-2011,Regular Season,8473446,Erik Johnson,6.411752578,228
2010-2011,Regular Season,8464967,Marty Reasoner,6.343546889,229
2010-2011,Regular Season,8474157,Max Pacioretty,6.335663602,230
2010-2011,Regular Season,8471504,Rene Bourque,6.320578429,231
2010-2011,Regular Season,8469466,Ales Hemsky,6.307141075,232
2010-2011,Regular Season,8470600,Ryan Suter,6.263723288,233
2010-2011,Regular Season,8466035,Sergei Samsonov,6.238077813,234
2010-2011,Regular Season,8470622,Patrick Eaves,6.235722498,235
2010-2011,Regular Season,8465185,Willie Mitchell,6.219390278,236
2010-2011,Regular Season,8473914,Mark Letestu,6.189702873,237
2010-2011,Regular Season,8473453,Trevor Lewis,6.174043897,238
2010-2011,Regular Season,8475692,Mats Zuccarello,6.170743052,239
2010-2011,Regular Season,8471709,Marc-Edouard Vlasic,6.166518713,240
2010-2011,Regular Season,8471185,Curtis Glencross,6.122920922,241
2010-2011,Regular Season,8471236,Andrej Meszaros,6.068017635,242
2010-2011,Regular Season,8459053,Adrian Aucoin,6.064162286,243
2010-2011,Regular Season,8468172,Ruslan Fedotenko,6.024910093,244
2010-2011,Regular Season,8473962,Teddy Purcell,6.005796546,245
2010-2011,Regular Season,8471859,Sergei Kostitsyn,5.949628506,246
2010-2011,Regular Season,8470176,Sean Bergenheim,5.876721584,247
2010-2011,Regular Season,8468482,Dany Heatley,5.85305813,248
2010-2011,Regular Season,8470601,Braydon Coburn,5.833103685,249
2010-2011,Regular Season,8470207,Joffrey Lupul,5.824901244,250
2010-2011,Regular Season,8469760,Zbynek Michalek,5.793546172,251
2010-2011,Regular Season,8474551,Ville Leino,5.752609808,252
2010-2011,Regular Season,8458529,Alex Kovalev,5.739760559,253
2010-2011,Regular Season,8471811,Cal O'Reilly,5.732884234,254
2010-2011,Regular Season,8458938,Roman Hamrlik,5.679566225,255
2010-2011,Regular Season,8460621,Daniel Alfredsson,5.677771649,256
2010-2011,Regular Season,8465170,Fernando Pisani,5.658064438,257
2010-2011,Regular Season,8474568,Luke Schenn,5.657017198,258
2010-2011,Regular Season,8470159,Boyd Gordon,5.647794074,259
2010-2011,Regular Season,8473419,Brad Marchand,5.639106173,260
2010-2011,Regular Season,8468463,Mathieu Darche,5.631802897,261
2010-2011,Regular Season,8471476,Daniel Winnik,5.60430056,262
2010-2011,Regular Season,8471634,Ryan Shannon,5.602902323,263
2010-2011,Regular Season,8471677,Jack Johnson,5.564275244,264
2010-2011,Regular Season,8471242,Mike Green,5.514587181,265
2010-2011,Regular Season,8469664,David Moss,5.488148797,266
2010-2011,Regular Season,8464966,Derek Morris,5.474022348,267
2010-2011,Regular Season,8471680,Gilbert Brule,5.473392788,268
2010-2011,Regular Season,8459492,Vinny Prospal,5.467367774,269
2010-2011,Regular Season,8470667,Clarke MacArthur,5.447773435,270
2010-2011,Regular Season,8470678,Alexandre Picard,5.438960682,271
2010-2011,Regular Season,8470187,Johnny Boychuk,5.437441097,272
2010-2011,Regular Season,8458590,Mike Knuble,5.42867773,273
2010-2011,Regular Season,8469485,Derek Roy,5.374662977,274
2010-2011,Regular Season,8475788,Alexander Burmistrov,5.37242533,275
2010-2011,Regular Season,8465951,Matt Cooke,5.351995516,276
2010-2011,Regular Season,8468001,Derek MacKenzie,5.323563962,277
2010-2011,Regular Season,8474068,Kyle Turris,5.301656904,278
2010-2011,Regular Season,8471686,Marc Staal,5.294099945,279
2010-2011,Regular Season,8470697,Philippe Dupuis,5.28926589,280
2010-2011,Regular Season,8467890,Barret Jackman,5.27902385,281
2010-2011,Regular Season,8475637,Bobby Butler,5.252585133,282
2010-2011,Regular Season,8470620,Jeff Tambellini,5.198841703,283
2010-2011,Regular Season,8470121,Matt Greene,5.125950384,284
2010-2011,Regular Season,8464977,Dainius Zubrus,5.049228543,285
2010-2011,Regular Season,8467361,Blair Betts,5.047866677,286
2010-2011,Regular Season,8471450,Brandon Yip,5.005452847,287
2010-2011,Regular Season,8474138,Dustin Jeffrey,4.965879484,288
2010-2011,Regular Season,8466285,Brian Campbell,4.924092653,289
2010-2011,Regular Season,8470169,Gregory Campbell,4.912592026,290
2010-2011,Regular Season,8469490,Tim Jackman,4.910936743,291
2010-2011,Regular Season,8462077,Jochen Hecht,4.910044881,292
2010-2011,Regular Season,8470778,Drew Miller,4.891543427,293
2010-2011,Regular Season,8467831,Jeff Halpern,4.829755746,294
2010-2011,Regular Season,8449645,Mike Modano,4.75145229,295
2010-2011,Regular Season,8473533,Jordan Staal,4.744041171,296
2010-2011,Regular Season,8470612,Ryan Getzlaf,4.729648259,297
2010-2011,Regular Season,8467917,Jordan Leopold,4.72553056,298
2010-2011,Regular Season,8459640,Michael Grier,4.702117474,299
2010-2011,Regular Season,8471254,Bryan Bickell,4.676728382,300
2010-2011,Regular Season,8460719,Steve Sullivan,4.657626135,301
2010-2011,Regular Season,8469684,Milan Jurcina,4.634756384,302
2010-2011,Regular Season,8474567,Zach Bogosian,4.609330051,303
2010-2011,Regular Season,8473574,Shawn Matthias,4.595179381,304
2010-2011,Regular Season,8462118,Marc Savard,4.580502794,305
2010-2011,Regular Season,8471976,David Desharnais,4.580157433,306
2010-2011,Regular Season,8470611,Eric Fehr,4.532543742,307
2010-2011,Regular Season,8468611,Matt Hendricks,4.512559216,308
2010-2011,Regular Season,8471352,Jake Dowell,4.508202061,309
2010-2011,Regular Season,8467543,Toby Petersen,4.488930744,310
2010-2011,Regular Season,8474685,Matt Calvert,4.454021104,311
2010-2011,Regular Season,8474059,Linus Omark,4.440982213,312
2010-2011,Regular Season,8471768,Tom Pyatt,4.431636221,313
2010-2011,Regular Season,8470054,Keith Ballard,4.427535899,314
2010-2011,Regular Season,8469770,Dennis Wideman,4.403197979,315
2010-2011,Regular Season,8471331,Kevin Porter,4.317436378,316
2010-2011,Regular Season,8470699,Jan Hejda,4.271853425,317
2010-2011,Regular Season,8474612,Travis Hamonic,4.259926889,318
2010-2011,Regular Season,8471208,Dustin Penner,4.235485455,319
2010-2011,Regular Season,8471862,Colin Greening,4.170340332,320
2010-2011,Regular Season,8470662,Colin Fraser,4.165623304,321
2010-2011,Regular Season,8474520,Jason Garrison,4.131573539,322
2010-2011,Regular Season,8473422,Nick Foligno,4.111669881,323
2010-2011,Regular Season,8470610,Zach Parise,4.058359436,324
2010-2011,Regular Season,8468432,Steve Reinprecht,4.04827398,325
2010-2011,Regular Season,8459427,Rob Niedermayer,4.042189432,326
2010-2011,Regular Season,8468509,Niklas Kronwall,4.024936966,327
2010-2011,Regular Season,8470265,Anton Babchuk,4.003848311,328
2010-2011,Regular Season,8465978,Shawn Thornton,3.991279776,329
2010-2011,Regular Season,8473999,Nick Palmieri,3.988428307,330
2010-2011,Regular Season,8459596,Andrew Brunette,3.983009036,331
2010-2011,Regular Season,8470302,Patrick Dwyer,3.970424487,332
2010-2011,Regular Season,8474134,Yannick Weber,3.953269797,333
2010-2011,Regular Season,8468498,Brooks Orpik,3.909254703,334
2010-2011,Regular Season,8474218,Jason Demers,3.895999258,335
2010-2011,Regular Season,8465042,Toni Lydman,3.859977138,336
2010-2011,Regular Season,8471238,Rob Schremp,3.851559037,337
2010-2011,Regular Season,8459462,Bryan McCabe,3.826625461,338
2010-2011,Regular Season,8459461,Brendan Morrison,3.799459129,339
2010-2011,Regular Season,8474096,Nick Spaling,3.729830203,340
2010-2011,Regular Season,8471693,Jakub Kindl,3.721137537,341
2010-2011,Regular Season,8471260,Blake Comeau,3.704942083,342
2010-2011,Regular Season,8470618,Anthony Stewart,3.702645818,343
2010-2011,Regular Season,8470222,James Wisniewski,3.685090524,344
2010-2011,Regular Season,8471742,Cody Franson,3.659245633,345
2010-2011,Regular Season,8471283,Brandon Prust,3.649521075,346
2010-2011,Regular Season,8468577,Niclas Wallin,3.643638095,347
2010-2011,Regular Season,8469581,Kyle Wellwood,3.626222108,348
2010-2011,Regular Season,8474056,P.K. Subban,3.624542995,349
2010-2011,Regular Season,8459587,Todd Marchant,3.606294024,350
2010-2011,Regular Season,8473449,Kyle Okposo,3.557804073,351
2010-2011,Regular Season,8474184,Keaton Ellerby,3.547854454,352
2010-2011,Regular Season,8468700,Paul Gaustad,3.526612439,353
2010-2011,Regular Season,8475105,Dan Sexton,3.500709645,354
2010-2011,Regular Season,8473482,Jiri Tlusty,3.490573807,355
2010-2011,Regular Season,8470201,Jiri Hudler,3.461763522,356
2010-2011,Regular Season,8470877,David Jones,3.447604078,357
2010-2011,Regular Season,8472368,Chris Conner,3.40840337,358
2010-2011,Regular Season,8474586,Jordan Eberle,3.345583351,359
2010-2011,Regular Season,8474576,Zach Boychuk,3.282253624,360
2010-2011,Regular Season,8475175,Magnus Paajarvi,3.279512802,361
2010-2011,Regular Season,8474250,Zack Smith,3.219686512,362
2010-2011,Regular Season,8475167,Victor Hedman,3.215210933,363
2010-2011,Regular Season,8459424,Chris Pronger,3.197936065,364
2010-2011,Regular Season,8474031,Kevin Shattenkirk,3.179186854,365
2010-2011,Regular Season,8474038,Paul Byron,3.176392151,366
2010-2011,Regular Season,8471636,Tim Sestito,3.171696891,367
2010-2011,Regular Season,8467439,Jaroslav Spacek,3.157866166,368
2010-2011,Regular Season,8469470,Carlo Colaiacovo,3.140055039,369
2010-2011,Regular Season,8468635,Travis Moen,3.074591831,370
2010-2011,Regular Season,8467915,Mike Commodore,3.07234435,371
2010-2011,Regular Season,8473432,Derek Dorsett,3.042603462,372
2010-2011,Regular Season,8473465,Jamie McGinn,3.034157343,373
2010-2011,Regular Season,8471284,Andrej Sekera,3.025509471,374
2010-2011,Regular Season,8473618,Mathieu Perreault,2.998758382,375
2010-2011,Regular Season,8469765,Marc-Andre Bergeron,2.994170646,376
2010-2011,Regular Season,8474716,Jared Spurgeon,2.971154709,377
2010-2011,Regular Season,8473571,Jamie McBain,2.964522595,378
2010-2011,Regular Season,8470203,Greg Mauldin,2.933571759,379
2010-2011,Regular Season,8470318,Jonathan Ericsson,2.915587656,380
2010-2011,Regular Season,8473492,Matt Beleskey,2.908977854,381
2010-2011,Regular Season,8465058,Michal Rozsival,2.893787359,382
2010-2011,Regular Season,8475118,Matt Gilroy,2.891029762,383
2010-2011,Regular Season,8470750,John Mitchell,2.868676511,384
2010-2011,Regular Season,8470063,Adam Burish,2.837934635,385
2010-2011,Regular Season,8460720,Eric Boulton,2.830286887,386
2010-2011,Regular Season,8468486,Scott Hartnell,2.820930527,387
2010-2011,Regular Season,8474590,John Carlson,2.789834525,388
2010-2011,Regular Season,8473588,Erik Condra,2.779645312,389
2010-2011,Regular Season,8468505,Steve Ott,2.774684022,390
2010-2011,Regular Season,8470685,Alexander Sulzer,2.725202994,391
2010-2011,Regular Season,8471220,Rostislav Olesz,2.692255741,392
2010-2011,Regular Season,8467478,Kent Huskins,2.6839909,393
2010-2011,Regular Season,8458943,Cory Stillman,2.679710428,394
2010-2011,Regular Season,8460503,Mattias Ohlund,2.669797922,395
2010-2011,Regular Season,8474095,Dana Tyrell,2.660628107,396
2010-2011,Regular Season,8471324,Liam Reddox,2.660211206,397
2010-2011,Regular Season,8474498,Jesse Winchester,2.587504688,398
2010-2011,Regular Season,8474681,Andrei Loktionov,2.583205633,399
2010-2011,Regular Season,8473646,Ryan Carter,2.507598035,400
2010-2011,Regular Season,8469598,Kevin Bieksa,2.469173719,401
2010-2011,Regular Season,8470273,Ian White,2.445338827,402
2010-2011,Regular Season,8470852,Matt Moulson,2.432080001,403
2010-2011,Regular Season,8470654,Maxim Lapierre,2.430860527,404
2010-2011,Regular Season,8460556,Freddy Modin,2.417352884,405
2010-2011,Regular Season,8474125,Carl Gunnarsson,2.406151261,406
2010-2011,Regular Season,8471816,Mark Fayne,2.402039232,407
2010-2011,Regular Season,8474151,Ryan McDonagh,2.3854689,408
2010-2011,Regular Season,8471762,Chris VandeVelde,2.380744854,409
2010-2011,Regular Season,8469591,Cody McCormick,2.320230721,410
2010-2011,Regular Season,8469476,Tim Gleason,2.317954827,411
2010-2011,Regular Season,8475172,Nazem Kadri,2.312128752,412
2010-2011,Regular Season,8470614,Mark Stuart,2.282036721,413
2010-2011,Regular Season,8470649,Patrick O'Sullivan,2.276657172,414
2010-2011,Regular Season,8471729,Kris Russell,2.260675171,415
2010-2011,Regular Season,8471716,Justin Abdelkader,2.25002528,416
2010-2011,Regular Season,8474102,David Perron,2.242134065,417
2010-2011,Regular Season,8470310,Aaron Rome,2.233846994,418
2010-2011,Regular Season,8446485,Kris Draper,2.230287058,419
2010-2011,Regular Season,8471338,Torrey Mitchell,2.230172295,420
2010-2011,Regular Season,8473932,Darroll Powe,2.211325617,421
2010-2011,Regular Season,8459687,Scott Nichol,2.204630153,422
2010-2011,Regular Season,8467336,Mike Rupp,2.199105779,423
2010-2011,Regular Season,8466215,Joe Corvo,2.185737323,424
2010-2011,Regular Season,8465122,Brett Clark,2.179804747,425
