Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,SSIRank
2008-2009,Regular Season,8468575,Dominic Moore,4.775197267,293
2008-2009,Regular Season,8470309,Ryan Whitney,4.756716575,294
2008-2009,Regular Season,8468172,Ruslan Fedotenko,4.740664337,295
2008-2009,Regular Season,8471339,Ryan Callahan,4.739212005,296
2008-2009,Regular Season,8460556,Freddy Modin,4.738776557,297
2008-2009,Regular Season,8470144,Frans Nielsen,4.731885512,298
2008-2009,Regular Season,8471698,T.J. Oshie,4.729606166,299
2008-2009,Regular Season,8468064,Martin Erat,4.727371629,300
2008-2009,Regular Season,8467344,Robyn Regehr,4.705296201,301
2008-2009,Regular Season,8469472,Shaone Morrisonn,4.692161283,302
2008-2009,Regular Season,8466393,Pascal Dupuis,4.676645039,303
2008-2009,Regular Season,8467831,Jeff Halpern,4.67339678,304
2008-2009,Regular Season,8470607,Brent Seabrook,4.566663602,305
2008-2009,Regular Season,8474091,Brandon Sutter,4.551597983,306
2008-2009,Regular Season,8465951,Matt Cooke,4.545406544,307
2008-2009,Regular Season,8471851,Matt D'Agostini,4.523723572,308
2008-2009,Regular Season,8470152,Joakim Lindstrom,4.51060953,309
2008-2009,Regular Season,8471240,Jeff Schultz,4.505823201,310
2008-2009,Regular Season,8467361,Blair Betts,4.446525613,311
2008-2009,Regular Season,8470640,Matthew Carle,4.438579148,312
2008-2009,Regular Season,8462041,Radek Dvorak,4.390232395,313
2008-2009,Regular Season,8470647,B.J. Crombeen,4.381473978,314
2008-2009,Regular Season,8465005,Colin White,4.352829739,315
2008-2009,Regular Season,8471683,Brian Lee,4.336492658,316
2008-2009,Regular Season,8470828,Toby Enstrom,4.283855836,317
2008-2009,Regular Season,8473534,Patrik Berglund,4.224338873,318
2008-2009,Regular Season,8473932,Darroll Powe,4.215798918,319
2008-2009,Regular Season,8464975,Daniel Briere,4.210006026,320
2008-2009,Regular Season,8469685,Andrew Murray,4.200520643,321
2008-2009,Regular Season,8473544,Derick Brassard,4.160513381,322
2008-2009,Regular Season,8470543,Chris Kunitz,4.14851176,323
2008-2009,Regular Season,8470159,Boyd Gordon,4.081730257,324
2008-2009,Regular Season,8469505,Noah Welch,4.030775104,325
2008-2009,Regular Season,8470268,Denis Grebeshkov,4.026927779,326
2008-2009,Regular Season,8467348,Christian Backman,4.008935053,327
2008-2009,Regular Season,8466333,Andrew Ference,4.00617452,328
2008-2009,Regular Season,8470600,Ryan Suter,4.0015696,329
2008-2009,Regular Season,8469582,Colin Stuart,3.989372851,330
2008-2009,Regular Season,8468927,Steve Montador,3.963608187,331
2008-2009,Regular Season,8471273,Brandon Dubinsky,3.927499618,332
2008-2009,Regular Season,8459534,Miroslav Satan,3.900586526,333
2008-2009,Regular Season,8464960,Boyd Devereaux,3.892428933,334
2008-2009,Regular Season,8458976,Michael Peca,3.885382344,335
2008-2009,Regular Season,8470104,Tom Gilbert,3.880066175,336
2008-2009,Regular Season,8470615,Marc-Antoine Pouliot,3.816501499,337
2008-2009,Regular Season,8459461,Brendan Morrison,3.758957667,338
2008-2009,Regular Season,8467543,Toby Petersen,3.753462028,339
2008-2009,Regular Season,8470018,Matt Ellis,3.7394246,340
2008-2009,Regular Season,8474551,Ville Leino,3.717386966,341
2008-2009,Regular Season,8458536,Dean McAmmond,3.693985745,342
2008-2009,Regular Season,8471303,Alexander Edler,3.678657434,343
2008-2009,Regular Season,8468523,Matt Pettinger,3.644141831,344
2008-2009,Regular Season,8468548,Joel Lundqvist,3.642472862,345
2008-2009,Regular Season,8474161,Jakub Voracek,3.635946262,346
2008-2009,Regular Season,8451302,Brendan Shanahan,3.625839836,347
2008-2009,Regular Season,8467463,Mikael Samuelsson,3.612833489,348
2008-2009,Regular Season,8471232,Lauri Korpikoski,3.610583207,349
2008-2009,Regular Season,8459670,Kimmo Timonen,3.567792131,350
2008-2009,Regular Season,8467452,Rob Scuderi,3.55556689,351
2008-2009,Regular Season,8465210,Pavel Kubina,3.53993071,352
2008-2009,Regular Season,8471331,Kevin Porter,3.517172394,353
2008-2009,Regular Season,8471498,Jannik Hansen,3.449777576,354
2008-2009,Regular Season,8471436,Matt Hunwick,3.447131269,355
2008-2009,Regular Season,8467496,Andrei Markov,3.416334349,356
2008-2009,Regular Season,8470329,Chris Campoli,3.414710263,357
2008-2009,Regular Season,8472262,Clay Wilson,3.413743673,358
2008-2009,Regular Season,8473579,Nikolay Kulemin,3.371400272,359
2008-2009,Regular Season,8470630,Kevin Klein,3.356237595,360
2008-2009,Regular Season,8459596,Andrew Brunette,3.348450648,361
2008-2009,Regular Season,8473473,Milan Lucic,3.326490024,362
2008-2009,Regular Season,8470920,David Clarkson,3.323173614,363
2008-2009,Regular Season,8471324,Liam Reddox,3.303246704,364
2008-2009,Regular Season,8466160,Brenden Morrow,3.28342557,365
2008-2009,Regular Season,8464979,Marco Sturm,3.281796872,366
2008-2009,Regular Season,8470180,Eric Nystrom,3.27995999,367
2008-2009,Regular Season,8473533,Jordan Staal,3.271716754,368
2008-2009,Regular Season,8473924,Cory Murphy,3.249528639,369
2008-2009,Regular Season,8458951,Sergei Gonchar,3.248868123,370
2008-2009,Regular Season,8460626,Bryce Salvador,3.185948327,371
2008-2009,Regular Season,8471208,Dustin Penner,3.164156385,372
2008-2009,Regular Season,8471220,Rostislav Olesz,3.159139137,373
2008-2009,Regular Season,8468515,Brad Winchester,3.155124003,374
2008-2009,Regular Season,8469547,Jordin Tootoo,3.14654619,375
2008-2009,Regular Season,8473536,James Sheppard,3.145915264,376
2008-2009,Regular Season,8467466,Trent Hunter,3.080589246,377
2008-2009,Regular Season,8470273,Ian White,2.930177832,378
2008-2009,Regular Season,8466300,Ben Guite,2.925959887,379
2008-2009,Regular Season,8468162,Jerred Smithson,2.908052969,380
2008-2009,Regular Season,8471634,Ryan Shannon,2.869467357,381
2008-2009,Regular Season,8467365,John Erskine,2.867099681,382
2008-2009,Regular Season,8467856,Brian Rafalski,2.865934648,383
2008-2009,Regular Season,8471392,Roman Polak,2.855883564,384
2008-2009,Regular Season,8458573,Michael Nylander,2.82557936,385
2008-2009,Regular Season,8470774,Bruno Gervais,2.78478154,386
2008-2009,Regular Season,8473973,Antti Pihlstrom,2.760385123,387
2008-2009,Regular Season,8467925,Adam Hall,2.76017559,388
2008-2009,Regular Season,8473465,Jamie McGinn,2.730571832,389
2008-2009,Regular Season,8466145,Nick Boynton,2.706277252,390
2008-2009,Regular Season,8470760,Marc Methot,2.701329619,391
2008-2009,Regular Season,8469760,Zbynek Michalek,2.701052786,392
2008-2009,Regular Season,8462115,Daniel Tjarnqvist,2.695511926,393
2008-2009,Regular Season,8470666,Daniel Carcillo,2.673856208,394
2008-2009,Regular Season,8470039,Tomas Fleischmann,2.653197146,395
2008-2009,Regular Season,8469477,Lukas Krajicek,2.65167501,396
2008-2009,Regular Season,8471692,Ryan Parent,2.638491935,397
2008-2009,Regular Season,8474567,Zach Bogosian,2.636198989,398
2008-2009,Regular Season,8459424,Chris Pronger,2.634481573,399
2008-2009,Regular Season,8474114,Oscar Moller,2.612678321,400
2008-2009,Regular Season,8467343,Martin Skoula,2.591125093,401
2008-2009,Regular Season,8467354,Dmitri Kalinin,2.56930028,402
2008-2009,Regular Season,8468485,Raffi Torres,2.563855622,403
2008-2009,Regular Season,8468501,Anton Volchenkov,2.543613182,404
2008-2009,Regular Season,8470639,Dan Fritsche,2.527934635,405
2008-2009,Regular Season,8468513,Nick Schultz,2.515876928,406
2008-2009,Regular Season,8460254,Greg De Vries,2.512857183,407
2008-2009,Regular Season,8468502,David Hale,2.486684647,408
2008-2009,Regular Season,8471187,Brett Lebda,2.471698388,409
2008-2009,Regular Season,8471677,Jack Johnson,2.423102777,410
2008-2009,Regular Season,8460555,Jason Strudwick,2.41294094,411
2008-2009,Regular Season,8471260,Blake Comeau,2.397472471,412
2008-2009,Regular Season,8469516,Brendan Bell,2.387154264,413
2008-2009,Regular Season,8468846,Tyler Sloan,2.353620082,414
2008-2009,Regular Season,8469733,Cam Paddock,2.341229966,415
2008-2009,Regular Season,8470750,John Mitchell,2.332822307,416
2008-2009,Regular Season,8467881,Taylor Pyatt,2.285486875,417
2008-2009,Regular Season,8471323,Ryan Jones,2.266976433,418
2008-2009,Regular Season,8466216,Adam Mair,2.260647357,419
2008-2009,Regular Season,8473422,Nick Foligno,2.239322389,420
2008-2009,Regular Season,8474566,Nikita Filatov,2.218104505,421
2008-2009,Regular Season,8459094,Ian Laperriere,2.162944737,422
2008-2009,Regular Season,8458543,Jassen Cullimore,2.140562295,423
2008-2009,Regular Season,8445739,Patrice Brisebois,2.114410995,424
2008-2009,Regular Season,8473916,Steve Wagner,2.083990543,425
