Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,ImpactRank
2007-2008,Regular Season,8471634,Ryan Shannon,1.980022373,422
2007-2008,Regular Season,8465914,Francis Bouillon,1.944527296,423
2007-2008,Regular Season,8467478,Kent Huskins,1.941398689,424
2007-2008,Regular Season,8466357,Wyatt Smith,1.939881347,425
2007-2008,Regular Season,8471311,Tyler Kennedy,1.934210698,426
2007-2008,Regular Season,8472382,Andy Greene,1.92379109,427
2007-2008,Regular Season,8458637,Sean O'Donnell,1.915882232,428
2007-2008,Regular Season,8469623,Marek Zidlicky,1.912569155,429
2007-2008,Regular Season,8469488,Mark Popovic,1.909832235,430
2007-2008,Regular Season,8471760,Cody Bass,1.908332717,431
2007-2008,Regular Season,8466182,Henrik Tallinder,1.906701774,432
2007-2008,Regular Season,8465189,Trevor Letowski,1.880189944,433
2007-2008,Regular Season,8459538,Nolan Pratt,1.875556889,434
2007-2008,Regular Season,8466202,Maxim Afinogenov,1.866727292,435
2007-2008,Regular Season,8473916,Steve Wagner,1.841078084,436
2007-2008,Regular Season,8471703,Steve Downie,1.836857785,437
2007-2008,Regular Season,8468548,Joel Lundqvist,1.824170821,438
2007-2008,Regular Season,8467408,Matt Walker,1.820040128,439
2007-2008,Regular Season,8467332,Bryan Allen,1.803287006,440
2007-2008,Regular Season,8469760,Zbynek Michalek,1.767142145,441
2007-2008,Regular Season,8471684,Luc Bourdon,1.766928068,442
2007-2008,Regular Season,8471263,Enver Lisin,1.755761206,443
2007-2008,Regular Season,8469626,Andrew Alberts,1.749589927,444
2007-2008,Regular Season,8470329,Chris Campoli,1.724859274,445
2007-2008,Regular Season,8471284,Andrej Sekera,1.720657672,446
2007-2008,Regular Season,8470018,Matt Ellis,1.709657257,447
2007-2008,Regular Season,8468114,Douglas Murray,1.703188173,448
2007-2008,Regular Season,8471680,Gilbert Brule,1.702316437,449
2007-2008,Regular Season,8465042,Toni Lydman,1.692093719,450
2007-2008,Regular Season,8459122,Stephane Yelle,1.681350453,451
2007-2008,Regular Season,8469582,Colin Stuart,1.648563736,452
2007-2008,Regular Season,8469484,Matthew Spiller,1.636756335,453
2007-2008,Regular Season,8474068,Kyle Turris,1.626797525,454
2007-2008,Regular Season,8469591,Cody McCormick,1.613442004,455
2007-2008,Regular Season,8473536,James Sheppard,1.590109532,456
2007-2008,Regular Season,8468090,Garnet Exelby,1.574805195,457
2007-2008,Regular Season,8468881,Jason Jaffray,1.554032676,458
2007-2008,Regular Season,8468506,Brian Sutherby,1.552799418,459
2007-2008,Regular Season,8471681,Jack Skille,1.549716195,460
2007-2008,Regular Season,8469664,David Moss,1.544965153,461
2007-2008,Regular Season,8467966,Branko Radivojevic,1.544607007,462
2007-2008,Regular Season,8470774,Bruno Gervais,1.542479795,463
2007-2008,Regular Season,8466292,Todd Fedoruk,1.539282359,464
2007-2008,Regular Season,8464956,Chris Phillips,1.532463453,465
2007-2008,Regular Season,8458954,Jason Smith,1.530239315,466
2007-2008,Regular Season,8466333,Andrew Ference,1.500936485,467
2007-2008,Regular Season,8469120,Raitis Ivanans,1.497055716,468
2007-2008,Regular Season,8468510,Jeff Taffe,1.494182832,469
2007-2008,Regular Season,8468500,Alex Frolov,1.49238854,470
2007-2008,Regular Season,8470321,Patrick Rissmiller,1.487962587,471
2007-2008,Regular Season,8462094,Brad Isbister,1.479726295,472
2007-2008,Regular Season,8469765,Marc-Andre Bergeron,1.478077273,473
2007-2008,Regular Season,8471187,Brett Lebda,1.47753045,474
2007-2008,Regular Season,8470672,Ryan O'Byrne,1.451325232,475
2007-2008,Regular Season,8462082,Brad Larsen,1.443212868,476
2007-2008,Regular Season,8465168,Joel Kwiatkowski,1.437890919,477
2007-2008,Regular Season,8471346,Kris Versteeg,1.437478301,478
2007-2008,Regular Season,8471241,Mark Fistric,1.435955818,479
2007-2008,Regular Season,8473544,Derick Brassard,1.421558405,480
2007-2008,Regular Season,8472368,Chris Conner,1.41920039,481
2007-2008,Regular Season,8468577,Niclas Wallin,1.415158182,482
2007-2008,Regular Season,8468613,Petteri Nummelin,1.412450739,483
2007-2008,Regular Season,8470110,Trevor Daley,1.403179884,484
2007-2008,Regular Season,8471371,Mike Brown,1.396923935,485
2007-2008,Regular Season,8462060,Georges Laraque,1.379238339,486
2007-2008,Regular Season,8456852,Jon Klemm,1.371000921,487
2007-2008,Regular Season,8459462,Bryan McCabe,1.369218727,488
2007-2008,Regular Season,8460254,Greg De Vries,1.362924569,489
2007-2008,Regular Season,8473385,Ville Koistinen,1.344139788,490
2007-2008,Regular Season,8467937,Michael Zigomanis,1.339750422,491
2007-2008,Regular Season,8471729,Kris Russell,1.338985936,492
2007-2008,Regular Season,8467352,Vitaly Vishnevski,1.337689721,493
2007-2008,Regular Season,8458543,Jassen Cullimore,1.313619439,494
2007-2008,Regular Season,8469547,Jordin Tootoo,1.265526561,495
2007-2008,Regular Season,8465113,Brian Willsie,1.248185015,496
2007-2008,Regular Season,8457921,Geoff Sanderson,1.242712162,497
2007-2008,Regular Season,8470744,Brady Murray,1.238705989,498
2007-2008,Regular Season,8472370,Jordan Hendry,1.231147249,499
2007-2008,Regular Season,8456106,Dallas Drake,1.22911904,500
2007-2008,Regular Season,8470176,Sean Bergenheim,1.222452918,501
2007-2008,Regular Season,8467430,Dany Sabourin,1.193702097,502
2007-2008,Regular Season,8470600,Ryan Suter,1.183233648,503
2007-2008,Regular Season,8460580,Brad Lukowich,1.178929833,504
2007-2008,Regular Season,8469587,Tomas Plihal,1.172395337,505
2007-2008,Regular Season,8458520,Peter Forsberg,1.163941628,506
2007-2008,Regular Season,8471794,Darren Helm,1.154364775,507
2007-2008,Regular Season,8469779,Keith Aucoin,1.145783231,508
2007-2008,Regular Season,8473635,Denis Tolpeko,1.145236114,509
2007-2008,Regular Season,8470620,Jeff Tambellini,1.142195826,510
2007-2008,Regular Season,8470318,Jonathan Ericsson,1.101579708,511
2007-2008,Regular Season,8446053,Chris Chelios,1.088373657,512
2007-2008,Regular Season,8465166,Craig Adams,1.084100531,513
2007-2008,Regular Season,8469997,Mark Hartigan,1.074155291,514
2007-2008,Regular Season,8470877,David Jones,1.057944875,515
2007-2008,Regular Season,8471692,Ryan Parent,1.033180024,516
2007-2008,Regular Season,8467925,Adam Hall,1.026431893,517
2007-2008,Regular Season,8471352,Jake Dowell,1.022897535,518
2007-2008,Regular Season,8470651,Jeremy Colliton,1.012397629,519
2007-2008,Regular Season,8460507,Wayne Primeau,0.991869425,520
2007-2008,Regular Season,8469510,Matt Keith,0.983031699,521
2007-2008,Regular Season,8467580,Mark Eaton,0.97177624,522
2007-2008,Regular Season,8468121,Darren Haydar,0.965332187,523
2007-2008,Regular Season,8466266,Mike York,0.954674982,524
2007-2008,Regular Season,8468770,Simon Gamache,0.944875117,525
2007-2008,Regular Season,8467469,Allan Rourke,0.942635449,526
2007-2008,Regular Season,8459004,Craig Rivet,0.928844981,527
2007-2008,Regular Season,8470310,Aaron Rome,0.926870629,528
2007-2008,Regular Season,8466232,Quintin Laing,0.914241445,529
2007-2008,Regular Season,8470152,Joakim Lindstrom,0.907975616,530
2007-2008,Regular Season,8470223,Yan Stastny,0.905813477,531
2007-2008,Regular Season,8465978,Shawn Thornton,0.900273955,532
2007-2008,Regular Season,8467400,Francois Beauchemin,0.896352017,533
2007-2008,Regular Season,8471362,Mikhail Grabovski,0.890929671,534
2007-2008,Regular Season,8468123,Noah Clarke,0.888150368,535
2007-2008,Regular Season,8469477,Lukas Krajicek,0.874656245,536
2007-2008,Regular Season,8471314,Mike Lundin,0.868785776,537
2007-2008,Regular Season,8471679,Carey Price,0.850600493,538
2007-2008,Regular Season,8470072,Petr Prucha,0.847995756,539
2007-2008,Regular Season,8470647,B.J. Crombeen,0.836394499,540
2007-2008,Regular Season,8470609,Steve Bernier,0.81421062,541
2007-2008,Regular Season,8456100,Jim Dowd,0.790487954,542
2007-2008,Regular Season,8460661,Shane Hnidy,0.789818606,543
2007-2008,Regular Season,8470063,Adam Burish,0.788182652,544
2007-2008,Regular Season,8470611,Eric Fehr,0.782282017,545
2007-2008,Regular Season,8455805,Keith Carney,0.76174702,546
2007-2008,Regular Season,8473422,Nick Foligno,0.751264401,547
2007-2008,Regular Season,8473504,Cal Clutterbuck,0.732032135,548
2007-2008,Regular Season,8470970,Drew Larman,0.721621728,549
2007-2008,Regular Season,8470144,Frans Nielsen,0.714089705,550
2007-2008,Regular Season,8469752,Pascal Pelletier,0.696677917,551
2007-2008,Regular Season,8473541,Jonathan Bernier,0.695030075,552
2007-2008,Regular Season,8469514,Peter Budaj,0.685777981,553
2007-2008,Regular Season,8471392,Roman Polak,0.665893857,554
2007-2008,Regular Season,8471743,Vladimir Sobotka,0.664008616,555
2007-2008,Regular Season,8458982,Darren McCarty,0.663633623,556
2007-2008,Regular Season,8470680,Ryan Potulny,0.650386989,557
2007-2008,Regular Season,8471399,Robbie Earl,0.63843122,558
2007-2008,Regular Season,8466285,Brian Campbell,0.638399184,559
2007-2008,Regular Season,8470663,Jonathan Filewich,0.604433738,560
2007-2008,Regular Season,8467543,Toby Petersen,0.59893221,561
2007-2008,Regular Season,8471436,Matt Hunwick,0.596130553,562
2007-2008,Regular Season,8471709,Marc-Edouard Vlasic,0.575694136,563
2007-2008,Regular Season,8458172,Darryl Sydor,0.565153838,564
2007-2008,Regular Season,8470618,Anthony Stewart,0.560363776,565
2007-2008,Regular Season,8467950,Craig Anderson,0.555355027,566
2007-2008,Regular Season,8470123,Cam Janssen,0.554786407,567
2007-2008,Regular Season,8468540,Dan Ellis,0.553217957,568
2007-2008,Regular Season,8458595,Alexei Zhitnik,0.514372425,569
2007-2008,Regular Season,8473404,Niklas Backstrom,0.51011266,570
2007-2008,Regular Season,8467096,Dan Boyle,0.504628107,571
2007-2008,Regular Season,8458031,Chris Simon,0.50252318,572
2007-2008,Regular Season,8457384,Aaron Miller,0.50103113,573
2007-2008,Regular Season,8470778,Drew Miller,0.482742072,574
2007-2008,Regular Season,8467452,Rob Scuderi,0.481548951,575
2007-2008,Regular Season,8468184,Lawrence Nycholat,0.479200472,576
2007-2008,Regular Season,8470625,Ryan Stone,0.472152564,577
2007-2008,Regular Season,8467336,Mike Rupp,0.465476348,578
2007-2008,Regular Season,8470854,Tanner Glass,0.462912366,579
2007-2008,Regular Season,8470828,Toby Enstrom,0.457923953,580
2007-2008,Regular Season,8470937,Kevin Doell,0.456403949,581
2007-2008,Regular Season,8473682,Andrew Ebbett,0.448644497,582
2007-2008,Regular Season,8470804,Mathieu Roy,0.446090174,583
2007-2008,Regular Season,8470821,Joe Jensen,0.437672433,584
2007-2008,Regular Season,8460567,Chris Clark,0.429548751,585
2007-2008,Regular Season,8460504,Ethan Moreau,0.427706327,586
2007-2008,Regular Season,8470065,Ryan Craig,0.418592186,587
2007-2008,Regular Season,8471702,Matt Niskanen,0.407365005,588
2007-2008,Regular Season,8469598,Kevin Bieksa,0.402516445,589
2007-2008,Regular Season,8458534,Martin Rucinsky,0.394412796,590
2007-2008,Regular Season,8470630,Kevin Klein,0.386901551,591
2007-2008,Regular Season,8470578,Freddy Meyer,0.360587712,592
2007-2008,Regular Season,8470674,Stefan Ruzicka,0.360250582,593
2007-2008,Regular Season,8470678,Alexandre Picard,0.356689464,594
2007-2008,Regular Season,8468501,Anton Volchenkov,0.344329609,595
2007-2008,Regular Season,8467519,Karlis Skrastins,0.343836368,596
2007-2008,Regular Season,8469501,Chris Thorburn,0.329012896,597
2007-2008,Regular Season,8468503,Nathan Smith,0.327558832,598
2007-2008,Regular Season,8459493,Marek Malik,0.318336208,599
2007-2008,Regular Season,8471360,Steve Regier,0.314574162,600
2007-2008,Regular Season,8469505,Noah Welch,0.305245872,601
2007-2008,Regular Season,8471372,Ben Walter,0.303625237,602
2007-2008,Regular Season,8470090,Fredrik Norrena,0.299039971,603
2007-2008,Regular Season,8470607,Brent Seabrook,0.284749831,604
2007-2008,Regular Season,8471259,Adam Pineault,0.281172638,605
2007-2008,Regular Season,8470088,Matt Jones,0.281028759,606
2007-2008,Regular Season,8466174,Jeremy Reich,0.280041748,607
2007-2008,Regular Season,8471716,Justin Abdelkader,0.279613117,608
2007-2008,Regular Season,8467890,Barret Jackman,0.277389824,609
2007-2008,Regular Season,8471766,Jared Boll,0.27586886,610
2007-2008,Regular Season,8470740,Lee Stempniak,0.274667321,611
2007-2008,Regular Season,8468732,Darryl Bootland,0.273099093,612
2007-2008,Regular Season,8471906,David Brine,0.271039312,613
2007-2008,Regular Season,8471274,Alex Goligoski,0.270159819,614
2007-2008,Regular Season,8469535,Drew Fata,0.264508086,615
2007-2008,Regular Season,8470295,Connor James,0.264333163,616
2007-2008,Regular Season,8465024,Jon Sim,0.262339784,617
2007-2008,Regular Season,8471235,Lukas Kaspar,0.258407875,618
2007-2008,Regular Season,8470638,Patrice Bergeron,0.257187771,619
2007-2008,Regular Season,8469656,Jason King,0.254767682,620
2007-2008,Regular Season,8465185,Willie Mitchell,0.251757913,621
2007-2008,Regular Season,8470061,Derek Meech,0.250198782,622
2007-2008,Regular Season,8467565,John Pohl,0.247462129,623
2007-2008,Regular Season,8470366,Martin St Pierre,0.234629248,624
2007-2008,Regular Season,8471715,Ondrej Pavelec,0.229713762,625
2007-2008,Regular Season,8467924,Matt Murley,0.227308816,626
2007-2008,Regular Season,8470636,Josh Hennessy,0.21331623,627
2007-2008,Regular Season,8470698,Martin Lojek,0.211158138,628
2007-2008,Regular Season,8471697,Niclas Bergfors,0.196901873,629
2007-2008,Regular Season,8471388,Patrick Kaleta,0.193902984,630
2007-2008,Regular Season,8468011,Ryan Miller,0.189025377,631
2007-2008,Regular Season,8467378,Bobby Allen,0.188458021,632
2007-2008,Regular Season,8467427,Kip Brennan,0.188017195,633
2007-2008,Regular Season,8457261,Brad May,0.187916182,634
2007-2008,Regular Season,8469919,Thomas Pock,0.185500543,635
2007-2008,Regular Season,8471498,Jannik Hansen,0.184895456,636
2007-2008,Regular Season,8472361,Bill Thomas,0.179599632,637
2007-2008,Regular Season,8470273,Ian White,0.177510446,638
2007-2008,Regular Season,8473512,Claude Giroux,0.176067507,639
2007-2008,Regular Season,8470735,Greg Moore,0.171880919,640
2007-2008,Regular Season,8470986,Darryl Boyce,0.161134834,641
2007-2008,Regular Season,8460712,Tomas Vokoun,0.157341957,642
2007-2008,Regular Season,8470843,Nathan McIver,0.146163567,643
2007-2008,Regular Season,8468524,Ilya Bryzgalov,0.141709914,644
2007-2008,Regular Season,8470216,Josh Harding,0.141519464,645
2007-2008,Regular Season,8468001,Derek MacKenzie,0.139648357,646
2007-2008,Regular Season,8470860,Jaroslav Halak,0.136143381,647
2007-2008,Regular Season,8473644,Gabe Gauthier,0.135759688,648
2007-2008,Regular Season,8471011,Garrett Stafford,0.13521838,649
2007-2008,Regular Season,8467436,Jay Leach,0.128384186,650
2007-2008,Regular Season,8473981,Magnus Johansson,0.127588775,651
2007-2008,Regular Season,8473904,Kyle Greentree,0.117359943,652
2007-2008,Regular Season,8473973,Antti Pihlstrom,0.115398431,653
2007-2008,Regular Season,8470187,Johnny Boychuk,0.110197122,654
2007-2008,Regular Season,8470661,Jean-Francois Jacques,0.107387588,655
2007-2008,Regular Season,8468560,Ryan Bayda,0.104201638,656
2007-2008,Regular Season,8465025,Arron Asham,0.103399276,657
2007-2008,Regular Season,8471696,Matt Lashoff,0.103196736,658
2007-2008,Regular Season,8471763,Ilya Zubov,0.102657491,659
2007-2008,Regular Season,8468682,Ryan Caldwell,0.102261214,660
2007-2008,Regular Season,8470004,Jeff Hoggan,0.10213179,661
2007-2008,Regular Season,8473962,Teddy Purcell,0.101466274,662
2007-2008,Regular Season,8472262,Clay Wilson,0.096511319,663
2007-2008,Regular Season,8470634,Matt Smaby,0.088640762,664
2007-2008,Regular Season,8471221,Alexandre Picard,0.080575218,665
2007-2008,Regular Season,8471281,Adam Berti,0.07816944,666
2007-2008,Regular Season,8471238,Rob Schremp,0.078157131,667
2007-2008,Regular Season,8468868,Ben Ondrus,0.074250253,668
2007-2008,Regular Season,8470882,Geoff Platt,0.070784469,669
2007-2008,Regular Season,8473494,Petteri Wirtanen,0.069037026,670
2007-2008,Regular Season,8467939,Dan Jancevski,0.066449054,671
2007-2008,Regular Season,8471457,Gregory Stewart,0.065772353,672
2007-2008,Regular Season,8470643,Ivan Baranka,0.063768262,673
2007-2008,Regular Season,8474498,Jesse Winchester,0.062514428,674
2007-2008,Regular Season,8449924,Teppo Numminen,0.060803084,675
2007-2008,Regular Season,8466200,Josh Langfeld,0.060801885,676
2007-2008,Regular Season,8473426,Mike Weber,0.054892221,677
2007-2008,Regular Season,8466303,Johan Holmqvist,0.053700309,678
2007-2008,Regular Season,8470330,Mike Glumac,0.052403931,679
2007-2008,Regular Season,8469516,Brendan Bell,0.050866934,680
2007-2008,Regular Season,8468750,Micki Dupont,0.050161881,681
2007-2008,Regular Season,8459469,Rory Fitzpatrick,0.041458449,682
2007-2008,Regular Season,8470705,Corey Locke,0.034443364,683
2007-2008,Regular Season,8469786,Karl Stewart,0.03408966,684
2007-2008,Regular Season,8470305,Rob Globke,0.03073841,685
2007-2008,Regular Season,8470657,Jimmy Howard,0.029816441,686
2007-2008,Regular Season,8460516,Dan Cloutier,0.029314338,687
2007-2008,Regular Season,8471767,Blair Jones,0.025292363,688
2007-2008,Regular Season,8473972,Jonas Hiller,0.02362614,689
2007-2008,Regular Season,8470737,Brett Sterling,0.02141263,690
2007-2008,Regular Season,8470208,Joey Mormina,0.020305337,691
2007-2008,Regular Season,8467962,Kyle Wanvig,0.018887573,692
2007-2008,Regular Season,8471358,Bryan Young,0.013776399,693
2007-2008,Regular Season,8471224,Lauri Tukonen,0.013711638,694
2007-2008,Regular Season,8467928,Doug Janik,0.012827614,695
2007-2008,Regular Season,8462052,Brian Boucher,0.012075588,696
2007-2008,Regular Season,8469461,Pascal Leclaire,0.012058108,697
2007-2008,Regular Season,8470283,Tim Brent,0.010571182,698
2007-2008,Regular Season,8460556,Freddy Modin,0.00868385,699
2007-2008,Regular Season,8470317,Nate Guenin,0.005752379,700
2007-2008,Regular Season,8471334,Alexander Nikulin,0.005555995,701
2007-2008,Regular Season,8470199,Barry Tallackson,0.005446493,702
2007-2008,Regular Season,8470324,Josh Gorges,0.004419424,703
2007-2008,Regular Season,8462037,Steve Kelly,0.004391823,704
2007-2008,Regular Season,8462055,Marc Denis,0,705
2007-2008,Regular Season,8468597,Olli Malmivaara,0,706
2007-2008,Regular Season,8469556,Dimitri Patzold,0,707
2007-2008,Regular Season,8471306,Thomas Greiss,0,708
2007-2008,Regular Season,8471641,Mike Iggulden,0,709
2007-2008,Regular Season,8471663,Mike Blunden,0,710
2007-2008,Regular Season,8472334,Alex Foster,-0.000747171,711
2007-2008,Regular Season,8469548,Ray Emery,-0.001358038,712
2007-2008,Regular Season,8467137,Pete Vandermeer,-0.002211027,713
2007-2008,Regular Season,8471668,Mattias Ritola,-0.011270912,714
2007-2008,Regular Season,8471734,Jonathan Quick,-0.022539306,715
2007-2008,Regular Season,8469569,Drew MacIntyre,-0.02478235,716
2007-2008,Regular Season,8459463,Kevin Weekes,-0.02742132,717
2007-2008,Regular Season,8469442,Duvie Westcott,-0.027924061,718
2007-2008,Regular Season,8466339,Scott Clemmensen,-0.029528956,719
2007-2008,Regular Season,8471324,Liam Reddox,-0.031945032,720
2007-2008,Regular Season,8471695,Tuukka Rask,-0.032289783,721
2007-2008,Regular Season,8468166,Curtis Sanford,-0.035682469,722
2007-2008,Regular Season,8470839,Shane O'Brien,-0.035969111,723
2007-2008,Regular Season,8469732,Joey MacDonald,-0.038265237,724
2007-2008,Regular Season,8468502,David Hale,-0.04146781,725
2007-2008,Regular Season,8471403,Karri Ramo,-0.045389492,726
2007-2008,Regular Season,8469629,Tom Cavanagh,-0.052646996,727
2007-2008,Regular Season,8473525,Theo Peckham,-0.054208621,728
2007-2008,Regular Season,8471256,Michael Funk,-0.054793618,729
2007-2008,Regular Season,8469615,Maxim Kondratiev,-0.058208361,730
2007-2008,Regular Season,8470645,Corey Crawford,-0.05991027,731
2007-2008,Regular Season,8467913,Alex Auld,-0.0777105,732
2007-2008,Regular Season,8471261,Dane Byers,-0.086240633,733
2007-2008,Regular Season,8460626,Bryce Salvador,-0.097747225,734
2007-2008,Regular Season,8469658,Cristobal Huet,-0.101728167,735
2007-2008,Regular Season,8469470,Carlo Colaiacovo,-0.106350037,736
2007-2008,Regular Season,8471282,Casey Borer,-0.10956923,737
2007-2008,Regular Season,8470101,Tim Conboy,-0.113060151,738
2007-2008,Regular Season,8467889,David Tanabe,-0.126775983,739
2007-2008,Regular Season,8459454,Jay Pandolfo,-0.127682939,740
2007-2008,Regular Season,8448382,Curtis Joseph,-0.129631829,741
2007-2008,Regular Season,8459558,Alain Nasreddine,-0.135401433,742
2007-2008,Regular Season,8470085,Paul Ranger,-0.135617397,743
2007-2008,Regular Season,8469844,Josh Gratton,-0.139539291,744
2007-2008,Regular Season,8473542,Tom Sestito,-0.145140094,745
2007-2008,Regular Season,8470666,Daniel Carcillo,-0.145552616,746
2007-2008,Regular Season,8467453,Andrew Raycroft,-0.159864705,747
2007-2008,Regular Season,8471279,Sami Lepisto,-0.16828657,748
2007-2008,Regular Season,8471206,Junior Lessard,-0.168748118,749
2007-2008,Regular Season,8465161,Steve Valiquette,-0.172902924,750
2007-2008,Regular Season,8470681,Zack Fitzgerald,-0.187411277,751
2007-2008,Regular Season,8468550,Mikael Tellqvist,-0.188569565,752
2007-2008,Regular Season,8467393,Jarkko Ruutu,-0.200507054,753
2007-2008,Regular Season,8466142,Eric Brewer,-0.2013349,754
2007-2008,Regular Season,8468224,Sean Avery,-0.20276962,755
2007-2008,Regular Season,8474519,Jack Hillen,-0.204521742,756
2007-2008,Regular Season,8470165,Matt Foy,-0.225665895,757
2007-2008,Regular Season,8466141,Roberto Luongo,-0.22758832,758
2007-2008,Regular Season,8450978,Jeremy Roenick,-0.246006777,759
2007-2008,Regular Season,8450900,Gary Roberts,-0.25068145,760
2007-2008,Regular Season,8459579,Patrick Lalime,-0.255767921,761
2007-2008,Regular Season,8469820,Zenon Konopka,-0.257821304,762
2007-2008,Regular Season,8470809,Jeremy Williams,-0.260647232,763
2007-2008,Regular Season,8471851,Matt D'Agostini,-0.266225204,764
2007-2008,Regular Season,8471246,Chris Bourque,-0.269299578,765
2007-2008,Regular Season,8469528,Garth Murray,-0.270627984,766
2007-2008,Regular Season,8462161,Brent Johnson,-0.275502995,767
2007-2008,Regular Season,8456850,Ken Klee,-0.281902408,768
2007-2008,Regular Season,8458524,Martin Lapointe,-0.281969645,769
2007-2008,Regular Season,8462152,Chris Mason,-0.291409314,770
2007-2008,Regular Season,8464994,Steve Begin,-0.297086485,771
2007-2008,Regular Season,8469795,Kevin Dallman,-0.30755339,772
2007-2008,Regular Season,8473975,Erik Ersberg,-0.309111734,773
2007-2008,Regular Season,8471657,Cody McLeod,-0.310325151,774
2007-2008,Regular Season,8466343,Mark Smith,-0.317199363,775
2007-2008,Regular Season,8470760,Marc Methot,-0.342330235,776
2007-2008,Regular Season,8470648,Stefan Meyer,-0.346775919,777
2007-2008,Regular Season,8459446,Kevyn Adams,-0.354790884,778
2007-2008,Regular Season,8470584,Wade Dubielewicz,-0.355304946,779
2007-2008,Regular Season,8465067,Jesse Boulerice,-0.355818009,780
2007-2008,Regular Season,8467387,Joe Dipenta,-0.363491949,781
2007-2008,Regular Season,8466144,Paul Mara,-0.363982189,782
2007-2008,Regular Season,8460806,Dwayne Roloson,-0.3726746,783
2007-2008,Regular Season,8456531,Derian Hatcher,-0.392621255,784
2007-2008,Regular Season,8468518,Tomas Kopecky,-0.393841469,785
2007-2008,Regular Season,8459432,Jocelyn Thibault,-0.397756112,786
2007-2008,Regular Season,8471254,Bryan Bickell,-0.408826797,787
2007-2008,Regular Season,8470084,Hannu Toivonen,-0.416529981,788
2007-2008,Regular Season,8468478,Mike Weaver,-0.424615371,789
2007-2008,Regular Season,8470615,Marc-Antoine Pouliot,-0.427993146,790
2007-2008,Regular Season,8471426,Troy Brouwer,-0.433049118,791
2007-2008,Regular Season,8460704,Johan Hedberg,-0.450779885,792
2007-2008,Regular Season,8466260,Kyle Calder,-0.454377595,793
2007-2008,Regular Season,8460535,Jose Theodore,-0.461063296,794
2007-2008,Regular Season,8470232,Kris Newbury,-0.466569843,795
2007-2008,Regular Season,8470121,Matt Greene,-0.475412144,796
2007-2008,Regular Season,8469675,Martin Gerber,-0.482376247,797
2007-2008,Regular Season,8471752,Marc-Andre Gragnani,-0.485199678,798
2007-2008,Regular Season,8469584,Joel Perrault,-0.496749246,799
2007-2008,Regular Season,8466353,Karel Rachunek,-0.500016396,800
2007-2008,Regular Season,8467323,Mark Mowers,-0.505974244,801
2007-2008,Regular Season,8458568,Chris Osgood,-0.506908316,802
2007-2008,Regular Season,8460720,Eric Boulton,-0.517624487,803
2007-2008,Regular Season,8470268,Denis Grebeshkov,-0.525789559,804
2007-2008,Regular Season,8470104,Tom Gilbert,-0.552442048,805
2007-2008,Regular Season,8460620,Bates Battaglia,-0.565443444,806
2007-2008,Regular Season,8470724,Kyle Quincey,-0.565462443,807
2007-2008,Regular Season,8470594,Marc-Andre Fleury,-0.576128708,808
2007-2008,Regular Season,8459527,Shawn Bates,-0.578974802,809
2007-2008,Regular Season,8448535,Olie Kolzig,-0.580984948,810
2007-2008,Regular Season,8471769,Niklas Hjalmarsson,-0.588321308,811
2007-2008,Regular Season,8456595,Sean Hill,-0.590108591,812
2007-2008,Regular Season,8468513,Nick Schultz,-0.597669542,813
2007-2008,Regular Season,8467422,Rob Davison,-0.599142172,814
2007-2008,Regular Season,8460612,Marty Turco,-0.599248161,815
2007-2008,Regular Season,8471683,Brian Lee,-0.645773908,816
2007-2008,Regular Season,8469522,Brandon Nolan,-0.661385797,817
2007-2008,Regular Season,8470280,Ben Eager,-0.666886541,818
2007-2008,Regular Season,8451972,Scott Thornton,-0.66858964,819
2007-2008,Regular Season,8471678,Benoit Pouliot,-0.672781721,820
2007-2008,Regular Season,8469665,Johnny Oduya,-0.682548483,821
2007-2008,Regular Season,8460517,Rhett Warrener,-0.704554363,822
2007-2008,Regular Season,8460703,Tim Thomas,-0.714658647,823
2007-2008,Regular Season,8459433,Brendan Witt,-0.726906018,824
2007-2008,Regular Season,8471223,Boris Valabik,-0.748679911,825
2007-2008,Regular Season,8469534,Aaron Johnson,-0.756058803,826
2007-2008,Regular Season,8460715,John Grahame,-0.779471792,827
2007-2008,Regular Season,8471628,Rick Rypien,-0.807367394,828
2007-2008,Regular Season,8470180,Eric Nystrom,-0.816269679,829
2007-2008,Regular Season,8467350,Mike Van Ryn,-0.828603189,830
2007-2008,Regular Season,8462147,Miikka Kiprusoff,-0.832981667,831
2007-2008,Regular Season,8467348,Christian Backman,-0.834961868,832
2007-2008,Regular Season,8460705,Evgeni Nabokov,-0.85520811,833
2007-2008,Regular Season,8462102,Jean-Sebastien Aubin,-0.863248426,834
2007-2008,Regular Season,8460639,Andre Roy,-0.875877671,835
2007-2008,Regular Season,8467391,Jason LaBarbera,-0.882039388,836
2007-2008,Regular Season,8460555,Jason Strudwick,-0.895894151,837
2007-2008,Regular Season,8467355,Andrew Peters,-0.916301293,838
2007-2008,Regular Season,8470192,Steve Eminger,-0.928112573,839
2007-2008,Regular Season,8462045,Jay McKee,-0.944512797,840
2007-2008,Regular Season,8470294,DJ King,-0.968031186,841
2007-2008,Regular Season,8470383,Chris Minard,-0.99450787,842
2007-2008,Regular Season,8471303,Alexander Edler,-1.000679096,843
2007-2008,Regular Season,8447687,Dominik Hasek,-1.020203448,844
2007-2008,Regular Season,8469992,Sheldon Brookbank,-1.041283584,845
