Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,SSIRank
2014-2015,Regular Season,8474068,Kyle Turris,6.853957081,51
2014-2015,Regular Season,8470966,Mark Giordano,6.853838405,52
2014-2015,Regular Season,8474091,Brandon Sutter,6.850621575,53
2014-2015,Regular Season,8474673,TJ Brodie,6.82654607,54
2014-2015,Regular Season,8470201,Jiri Hudler,6.806708428,55
2014-2015,Regular Season,8471958,Dan Girardi,6.802758726,56
2014-2015,Regular Season,8473563,Nicklas Backstrom,6.772979585,57
2014-2015,Regular Season,8476346,Johnny Gaudreau,6.726894428,58
2014-2015,Regular Season,8475754,Brock Nelson,6.583605936,59
2014-2015,Regular Season,8470642,Shea Weber,6.456384643,60
2014-2015,Regular Season,8466285,Brian Campbell,6.450950221,61
2014-2015,Regular Season,8477934,Leon Draisaitl,6.361938159,62
2014-2015,Regular Season,8475784,Jeff Skinner,6.335507084,63
2014-2015,Regular Season,8470852,Matt Moulson,6.277955702,64
2014-2015,Regular Season,8466140,Olli Jokinen,6.225060042,65
2014-2015,Regular Season,8475166,John Tavares,6.183337319,66
2014-2015,Regular Season,8476356,Tobias Rieder,6.168986026,67
2014-2015,Regular Season,8476851,Alex Galchenyuk,6.156074484,68
2014-2015,Regular Season,8477496,Elias Lindholm,6.153485891,69
2014-2015,Regular Season,8473432,Derek Dorsett,6.146045411,70
2014-2015,Regular Season,8468085,Radim Vrbata,6.140245729,71
2014-2015,Regular Season,8474062,Riley Nash,6.127593795,72
2014-2015,Regular Season,8470655,David Backes,6.127432635,73
2014-2015,Regular Season,8474189,Lars Eller,6.125716739,74
2014-2015,Regular Season,8474715,Cam Atkinson,5.964314468,75
2014-2015,Regular Season,8475763,Kevin Hayes,5.949845142,76
2014-2015,Regular Season,8471685,Anze Kopitar,5.943433539,77
2014-2015,Regular Season,8475760,Nick Bjugstad,5.884489454,78
2014-2015,Regular Season,8475225,Craig Smith,5.873120405,79
2014-2015,Regular Season,8470834,Dustin Byfuglien,5.842169102,80
2014-2015,Regular Season,8470604,Jeff Carter,5.786910199,81
2014-2015,Regular Season,8469506,Jason Pominville,5.775504058,82
2014-2015,Regular Season,8470626,Loui Eriksson,5.693876516,83
2014-2015,Regular Season,8477591,Josh Jooris,5.686177373,84
2014-2015,Regular Season,8473412,Bryan Little,5.677422416,85
2014-2015,Regular Season,8474571,Mikkel Boedker,5.620483052,86
2014-2015,Regular Season,8477492,Nathan MacKinnon,5.568393467,87
2014-2015,Regular Season,8475793,Ryan Johansen,5.52401277,88
2014-2015,Regular Season,8474037,James van Riemsdyk,5.500996782,89
2014-2015,Regular Season,8476381,Andrew Shaw,5.478908059,90
2014-2015,Regular Season,8475772,Riley Sheahan,5.446543887,91
2014-2015,Regular Season,8475170,Brayden Schenn,5.368972514,92
2014-2015,Regular Season,8467876,Henrik Sedin,5.338169939,93
2014-2015,Regular Season,8477932,Aaron Ekblad,5.239753399,94
2014-2015,Regular Season,8470607,Brent Seabrook,5.215761509,95
2014-2015,Regular Season,8474009,Nick Bonino,5.17789317,96
2014-2015,Regular Season,8471676,Bobby Ryan,5.146560626,97
2014-2015,Regular Season,8474736,Zac Rinaldo,5.141620315,98
2014-2015,Regular Season,8477508,Curtis Lazar,5.098317073,99
2014-2015,Regular Season,8476456,Jonathan Huberdeau,5.08374553,100
2014-2015,Regular Season,8471804,Nathan Gerbe,5.044355613,101
2014-2015,Regular Season,8476455,Gabriel Landeskog,5.010543241,102
2014-2015,Regular Season,8471233,Travis Zajac,4.918942218,103
2014-2015,Regular Season,8470611,Eric Fehr,4.906391696,104
2014-2015,Regular Season,8466148,Marian Hossa,4.830398786,105
2014-2015,Regular Season,8477930,Pierre-Edouard Bellemare,4.829392819,106
2014-2015,Regular Season,8474056,P.K. Subban,4.821605922,107
2014-2015,Regular Season,8468486,Scott Hartnell,4.797901395,108
2014-2015,Regular Season,8476116,Ryan Garbutt,4.795371678,109
2014-2015,Regular Season,8473419,Brad Marchand,4.773748058,110
2014-2015,Regular Season,8471390,Mike Santorelli,4.751708679,111
2014-2015,Regular Season,8471735,Keith Yandle,4.749160899,112
2014-2015,Regular Season,8467371,Mike Ribeiro,4.730954967,113
2014-2015,Regular Season,8474589,Tyler Ennis,4.700511816,114
2014-2015,Regular Season,8473579,Nikolay Kulemin,4.679699774,115
2014-2015,Regular Season,8476887,Filip Forsberg,4.669524287,116
2014-2015,Regular Season,8474641,Adam Henrique,4.669137606,117
2014-2015,Regular Season,8470599,Milan Michalek,4.650110249,118
2014-2015,Regular Season,8475753,Justin Faulk,4.631040829,119
2014-2015,Regular Season,8471276,David Krejci,4.629055046,120
2014-2015,Regular Season,8476462,Dougie Hamilton,4.605776598,121
2014-2015,Regular Season,8474590,John Carlson,4.597714219,122
2014-2015,Regular Season,8471669,Paul Stastny,4.579181282,123
2014-2015,Regular Season,8468208,Joel Ward,4.576353669,124
2014-2015,Regular Season,8476448,William Karlsson,4.571626122,125
2014-2015,Regular Season,8471699,Andrew Cogliano,4.568896004,126
2014-2015,Regular Season,8471215,Evgeni Malkin,4.534763111,127
2014-2015,Regular Season,8469638,Jussi Jokinen,4.489164,128
2014-2015,Regular Season,8471716,Justin Abdelkader,4.44915502,129
2014-2015,Regular Season,8468526,Jarret Stoll,4.346943934,130
2014-2015,Regular Season,8476454,Ryan Nugent-Hopkins,4.32444449,131
2014-2015,Regular Season,8475158,Ryan O'Reilly,4.26365994,132
2014-2015,Regular Season,8475848,Brendan Gallagher,4.241300932,133
2014-2015,Regular Season,8475314,Anders Lee,4.233654695,134
2014-2015,Regular Season,8467967,Chris Kelly,4.228268018,135
2014-2015,Regular Season,8475764,Cam Fowler,4.22442667,136
2014-2015,Regular Season,8470638,Patrice Bergeron,4.186724747,137
2014-2015,Regular Season,8471426,Troy Brouwer,4.147982106,138
2014-2015,Regular Season,8475193,Tomas Tatar,4.108889647,139
2014-2015,Regular Season,8460542,Patrik Elias,4.09200148,140
2014-2015,Regular Season,8470667,Clarke MacArthur,4.086241096,141
2014-2015,Regular Season,8471217,Andrew Ladd,4.083430685,142
2014-2015,Regular Season,8470257,Alexander Steen,4.073215589,143
2014-2015,Regular Season,8475799,Nino Niederreiter,4.055566531,144
2014-2015,Regular Season,8475791,Taylor Hall,4.032192025,145
2014-2015,Regular Season,8475172,Nazem Kadri,4.031068896,146
2014-2015,Regular Season,8475798,Mikael Granlund,3.9778798,147
2014-2015,Regular Season,8475197,Tyson Barrie,3.972903665,148
2014-2015,Regular Season,8470543,Chris Kunitz,3.971845342,149
2014-2015,Regular Season,8470110,Trevor Daley,3.964791455,150
2014-2015,Regular Season,8473573,Artem Anisimov,3.928711437,151
2014-2015,Regular Season,8469459,Mikko Koivu,3.918025567,152
2014-2015,Regular Season,8470621,Corey Perry,3.909477205,153
2014-2015,Regular Season,8467329,Vincent Lecavalier,3.90684452,154
2014-2015,Regular Season,8475171,Oliver Ekman-Larsson,3.905991731,155
2014-2015,Regular Season,8475164,Jakob Silfverberg,3.893349937,156
2014-2015,Regular Season,8470775,Nate Thompson,3.889396519,157
2014-2015,Regular Season,8477444,Andre Burakovsky,3.803401877,158
2014-2015,Regular Season,8469770,Dennis Wideman,3.777172676,159
2014-2015,Regular Season,8470595,Eric Staal,3.776830778,160
2014-2015,Regular Season,8470778,Drew Miller,3.740110976,161
2014-2015,Regular Season,8476459,Mika Zibanejad,3.728846584,162
2014-2015,Regular Season,8476975,Cedric Paquette,3.721917147,163
2014-2015,Regular Season,8477493,Aleksander Barkov,3.719519634,164
2014-2015,Regular Season,8471677,Jack Johnson,3.710965806,165
2014-2015,Regular Season,8477495,Seth Jones,3.701373526,166
2014-2015,Regular Season,8462042,Jarome Iginla,3.66343483,167
2014-2015,Regular Season,8471678,Benoit Pouliot,3.64882031,168
2014-2015,Regular Season,8470610,Zach Parise,3.634700846,169
2014-2015,Regular Season,8468309,Mark Streit,3.623078772,170
2014-2015,Regular Season,8476461,Sean Couturier,3.619605667,171
2014-2015,Regular Season,8476389,Vincent Trocheck,3.612221725,172
2014-2015,Regular Season,8470187,Johnny Boychuk,3.58607189,173
2014-2015,Regular Season,8473986,Alex Killorn,3.575714499,174
2014-2015,Regular Season,8474031,Kevin Shattenkirk,3.575120214,175
2014-2015,Regular Season,8475323,Marcus Kruger,3.539539623,176
2014-2015,Regular Season,8468535,Antoine Vermette,3.530051215,177
2014-2015,Regular Season,8474038,Paul Byron,3.494227687,178
2014-2015,Regular Season,8474625,Jimmy Hayes,3.483482788,179
2014-2015,Regular Season,8475287,Erik Haula,3.467157502,180
2014-2015,Regular Season,8470047,Valtteri Filppula,3.456914879,181
2014-2015,Regular Season,8474166,Alec Martinez,3.411859996,182
2014-2015,Regular Season,8474176,Carl Hagelin,3.363396771,183
2014-2015,Regular Season,8475233,David Savard,3.323278522,184
2014-2015,Regular Season,8470171,Maxime Talbot,3.320664124,185
2014-2015,Regular Season,8475726,Tyler Toffoli,3.281709605,186
2014-2015,Regular Season,8476624,Barclay Goodrow,3.270949191,187
2014-2015,Regular Season,8469707,Pierre-Alexandre Parenteau,3.234150225,188
2014-2015,Regular Season,8470039,Tomas Fleischmann,3.210482722,189
2014-2015,Regular Season,8471303,Alexander Edler,3.191544396,190
2014-2015,Regular Season,8473453,Trevor Lewis,3.19122983,191
2014-2015,Regular Season,8471976,David Desharnais,3.177905268,192
2014-2015,Regular Season,8476467,Jamie Oleksiak,3.165662908,193
2014-2015,Regular Season,8471476,Daniel Winnik,3.164524631,194
2014-2015,Regular Season,8474568,Luke Schenn,3.134369705,195
2014-2015,Regular Season,8476478,Stuart Percy,3.096551396,196
2014-2015,Regular Season,8473534,Patrik Berglund,3.084950578,197
2014-2015,Regular Season,8475808,Michael Chaput,3.076613353,198
2014-2015,Regular Season,8469544,Patrick Sharp,3.074006338,199
2014-2015,Regular Season,8470755,Brad Richardson,3.052586944,200
2014-2015,Regular Season,8471346,Kris Versteeg,3.04568792,201
2014-2015,Regular Season,8476480,Vladislav Namestnikov,3.043591442,202
2014-2015,Regular Season,8474100,Dwight King,3.043492102,203
2014-2015,Regular Season,8473565,Brian Strait,3.042262536,204
2014-2015,Regular Season,8474569,Colin Wilson,3.033040898,205
2014-2015,Regular Season,8471218,Blake Wheeler,3.027537002,206
2014-2015,Regular Season,8470120,Alexander Semin,3.013633434,207
2014-2015,Regular Season,8471392,Roman Polak,3.012237274,208
2014-2015,Regular Season,8475613,Nate Prosser,3.011339489,209
2014-2015,Regular Season,8467396,Erik Cole,3.000305573,210
2014-2015,Regular Season,8475185,Jacob Josefson,2.977393182,211
2014-2015,Regular Season,8474727,Ben Smith,2.954118402,212
2014-2015,Regular Season,8470619,Brian Boyle,2.92337374,213
2014-2015,Regular Season,8474613,Derek Stepan,2.914570265,214
2014-2015,Regular Season,8474642,Lance Bouma,2.877016619,215
2014-2015,Regular Season,8471702,Matt Niskanen,2.874071914,216
2014-2015,Regular Season,8474574,Tyler Myers,2.872802696,217
2014-2015,Regular Season,8470152,Joakim Lindstrom,2.862985701,218
2014-2015,Regular Season,8458951,Sergei Gonchar,2.847825066,219
2014-2015,Regular Season,8467338,Alex Tanguay,2.836350298,220
2014-2015,Regular Season,8476442,Matt Nieto,2.8319471,221
2014-2015,Regular Season,8476495,Seth Griffith,2.827822602,222
2014-2015,Regular Season,8465058,Michal Rozsival,2.82276754,223
2014-2015,Regular Season,8475246,Kevin Connauton,2.817580236,224
2014-2015,Regular Season,8470750,John Mitchell,2.812899731,225
2014-2015,Regular Season,8476438,Brandon Saad,2.798029392,226
2014-2015,Regular Season,8468598,Lubomir Visnovsky,2.790180012,227
2014-2015,Regular Season,8475192,Taylor Beck,2.789605952,228
2014-2015,Regular Season,8473446,Erik Johnson,2.779926527,229
2014-2015,Regular Season,8475223,Linden Vey,2.767753045,230
2014-2015,Regular Season,8476460,Mark Scheifele,2.766663313,231
2014-2015,Regular Season,8471816,Mark Fayne,2.763153402,232
2014-2015,Regular Season,8471887,Patric Hornqvist,2.758768335,233
2014-2015,Regular Season,8476177,Matt Read,2.753117863,234
2014-2015,Regular Season,8471498,Jannik Hansen,2.748761928,235
2014-2015,Regular Season,8473504,Cal Clutterbuck,2.738410375,236
2014-2015,Regular Season,8477505,Alexander Wennberg,2.729827582,237
2014-2015,Regular Season,8476808,Brian Flynn,2.71568263,238
2014-2015,Regular Season,8474052,Chris Terry,2.715448902,239
2014-2015,Regular Season,8475169,Evander Kane,2.641500787,240
2014-2015,Regular Season,8471698,T.J. Oshie,2.633990751,241
2014-2015,Regular Season,8467389,Brad Richards,2.623988525,242
2014-2015,Regular Season,8477922,Melker Karlsson,2.622701244,243
2014-2015,Regular Season,8476881,Tomas Hertl,2.620530429,244
2014-2015,Regular Season,8473564,Michael Frolik,2.61934847,245
2014-2015,Regular Season,8471260,Blake Comeau,2.599839463,246
2014-2015,Regular Season,8467890,Barret Jackman,2.595916328,247
2014-2015,Regular Season,8475758,Devante Smith-Pelly,2.583513241,248
2014-2015,Regular Season,8470207,Joffrey Lupul,2.573612234,249
2014-2015,Regular Season,8476428,Rocco Grimaldi,2.542403188,250
2014-2015,Regular Season,8469591,Cody McCormick,2.498171324,251
2014-2015,Regular Season,8476919,Chris Tierney,2.483782087,252
2014-2015,Regular Season,8475191,Reilly Smith,2.472414796,253
2014-2015,Regular Season,8475690,Christopher Tanev,2.465405089,254
2014-2015,Regular Season,8475462,Radko Gudas,2.431709012,255
2014-2015,Regular Season,8474743,Zach Redmond,2.431472932,256
2014-2015,Regular Season,8477500,Bo Horvat,2.429191404,257
2014-2015,Regular Season,8477448,Marko Dano,2.417713872,258
2014-2015,Regular Season,8470121,Matt Greene,2.417445041,259
2014-2015,Regular Season,8469623,Marek Zidlicky,2.388899202,260
2014-2015,Regular Season,8470281,Duncan Keith,2.371491787,261
2014-2015,Regular Season,8467875,Daniel Sedin,2.360021928,262
2014-2015,Regular Season,8474291,Jay Beagle,2.35932958,263
2014-2015,Regular Season,8468509,Niklas Kronwall,2.35590686,264
2014-2015,Regular Season,8471682,Devin Setoguchi,2.354802305,265
2014-2015,Regular Season,8472410,Stephen Gionta,2.333507594,266
2014-2015,Regular Season,8470740,Lee Stempniak,2.330618309,267
2014-2015,Regular Season,8471283,Brandon Prust,2.326162456,268
2014-2015,Regular Season,8470274,Chris Higgins,2.305523316,269
2014-2015,Regular Season,8473468,Eric Gryba,2.297242124,270
2014-2015,Regular Season,8468518,Tomas Kopecky,2.284882668,271
2014-2015,Regular Season,8475236,Cody Eakin,2.264331712,272
2014-2015,Regular Season,8468504,Brad Boyes,2.249288407,273
2014-2015,Regular Season,8475692,Mats Zuccarello,2.245191659,274
2014-2015,Regular Season,8475807,Joakim Nordstrom,2.22862983,275
2014-2015,Regular Season,8474685,Matt Calvert,2.189376083,276
2014-2015,Regular Season,8475268,Gabriel Bourque,2.184976696,277
2014-2015,Regular Season,8475149,Marcus Johansson,2.180904677,278
2014-2015,Regular Season,8475714,Calle Jarnkrok,2.175002021,279
2014-2015,Regular Season,8470666,Daniel Carcillo,2.13946711,280
2014-2015,Regular Season,8474870,Tyler Johnson,2.138068408,281
2014-2015,Regular Season,8471262,Carl Soderberg,2.126815671,282
2014-2015,Regular Season,8474618,Marco Scandella,2.124174623,283
2014-2015,Regular Season,8475744,Evgeny Kuznetsov,2.112302939,284
2014-2015,Regular Season,8475310,Curtis McKenzie,2.10528335,285
2014-2015,Regular Season,8475598,Ryan Stanton,2.098537552,286
2014-2015,Regular Season,8469760,Zbynek Michalek,2.081291414,287
2014-2015,Regular Season,8477070,Liam O'Brien,2.066050484,288
2014-2015,Regular Season,8475199,Eric Gelinas,2.029891278,289
2014-2015,Regular Season,8474884,Mike Hoffman,1.994017336,290
2014-2015,Regular Season,8469466,Ales Hemsky,1.992469579,291
2014-2015,Regular Season,8473492,Matt Beleskey,1.988277231,292
2014-2015,Regular Season,8475204,Brandon Pirri,1.95935115,293
2014-2015,Regular Season,8476792,Torey Krug,1.953217171,294
2014-2015,Regular Season,8469639,Brooks Laich,1.95054795,295
2014-2015,Regular Season,8467899,Martin Havlat,1.918123532,296
2014-2015,Regular Season,8473962,Teddy Purcell,1.856072123,297
2014-2015,Regular Season,8475671,Matt Fraser,1.850183183,298
2014-2015,Regular Season,8464975,Daniel Briere,1.848298664,299
2014-2015,Regular Season,8470104,Tom Gilbert,1.842035359,300
2014-2015,Regular Season,8474145,Robert Bortuzzo,1.840378478,301
2014-2015,Regular Season,8476292,Ondrej Palat,1.83152188,302
2014-2015,Regular Season,8474001,TJ Galiardi,1.82867221,303
2014-2015,Regular Season,8467330,David Legwand,1.822544549,304
2014-2015,Regular Season,8471693,Jakub Kindl,1.794322534,305
2014-2015,Regular Season,8474573,Josh Bailey,1.790509843,306
2014-2015,Regular Season,8473482,Jiri Tlusty,1.777105785,307
2014-2015,Regular Season,8470358,Alexandre Burrows,1.776897735,308
2014-2015,Regular Season,8467917,Jordan Leopold,1.769290301,309
2014-2015,Regular Season,8471873,Anton Stralman,1.766145552,310
2014-2015,Regular Season,8475220,Marcus Foligno,1.760412658,311
2014-2015,Regular Season,8468674,Deryk Engelland,1.750150875,312
2014-2015,Regular Season,8469462,Tuomo Ruutu,1.73756904,313
2014-2015,Regular Season,8477407,Anthony Duclair,1.732027902,314
2014-2015,Regular Season,8471504,Rene Bourque,1.728422003,315
2014-2015,Regular Season,8465951,Matt Cooke,1.726997822,316
2014-2015,Regular Season,8472394,Peter Harrold,1.724221232,317
2014-2015,Regular Season,8468508,Justin Williams,1.700133646,318
2014-2015,Regular Season,8467545,Michael Ryder,1.690138233,319
2014-2015,Regular Season,8468611,Matt Hendricks,1.671842825,320
2014-2015,Regular Season,8474162,Jake Muzzin,1.670198314,321
2014-2015,Regular Season,8474563,Drew Doughty,1.659117675,322
2014-2015,Regular Season,8474579,Luca Sbisa,1.648902824,323
2014-2015,Regular Season,8467407,Brian Gionta,1.64379043,324
2014-2015,Regular Season,8464977,Dainius Zubrus,1.611395854,325
2014-2015,Regular Season,8475722,Jason Zucker,1.609269027,326
2014-2015,Regular Season,8466333,Andrew Ference,1.599084796,327
2014-2015,Regular Season,8469470,Carlo Colaiacovo,1.59635691,328
2014-2015,Regular Season,8471348,Nikita Nikitin,1.594951145,329
2014-2015,Regular Season,8467351,Scott Gomez,1.594839857,330
2014-2015,Regular Season,8470105,Scottie Upshall,1.588593825,331
2014-2015,Regular Season,8475761,Beau Bennett,1.586760238,332
2014-2015,Regular Season,8475750,Jon Merrill,1.586152999,333
2014-2015,Regular Season,8475770,Emerson Etem,1.585418256,334
2014-2015,Regular Season,8476874,Olli Maatta,1.585173395,335
2014-2015,Regular Season,8476853,Morgan Rielly,1.58339655,336
2014-2015,Regular Season,8476430,Tomas Jurco,1.583045396,337
2014-2015,Regular Season,8471254,Bryan Bickell,1.568197998,338
2014-2015,Regular Season,8469759,Vernon Fiddler,1.56453028,339
2014-2015,Regular Season,8471231,Kyle Chipchura,1.554607698,340
2014-2015,Regular Season,8474849,Antoine Roussel,1.537162815,341
2014-2015,Regular Season,8475792,Brett Connolly,1.536164545,342
2014-2015,Regular Season,8475231,Casey Cizikas,1.522690482,343
2014-2015,Regular Season,8473588,Erik Condra,1.517245757,344
2014-2015,Regular Season,8474709,Matt Martin,1.492404289,345
2014-2015,Regular Season,8475906,John Klingberg,1.481900613,346
2014-2015,Regular Season,8467096,Dan Boyle,1.481496524,347
2014-2015,Regular Season,8471309,Johan Franzen,1.47273249,348
2014-2015,Regular Season,8466393,Pascal Dupuis,1.45611747,349
2014-2015,Regular Season,8473584,Andrew MacDonald,1.455210501,350
2014-2015,Regular Season,8477213,Tim Schaller,1.451263453,351
2014-2015,Regular Season,8470724,Kyle Quincey,1.445901011,352
2014-2015,Regular Season,8471242,Mike Green,1.445864203,353
2014-2015,Regular Season,8474716,Jared Spurgeon,1.44459397,354
2014-2015,Regular Season,8474218,Jason Demers,1.442405497,355
2014-2015,Regular Season,8470630,Kevin Klein,1.441259852,356
2014-2015,Regular Season,8464989,Matt Cullen,1.412634139,357
2014-2015,Regular Season,8475917,Jason Akeson,1.408807901,358
2014-2015,Regular Season,8469485,Derek Roy,1.399737101,359
2014-2015,Regular Season,8475180,Peter Holland,1.39584425,360
2014-2015,Regular Season,8474034,Patrick Maroon,1.395299813,361
2014-2015,Regular Season,8478137,Jiri Sekac,1.394163206,362
2014-2015,Regular Season,8476207,Brian Gibbons,1.392011893,363
2014-2015,Regular Season,8473574,Shawn Matthias,1.378942889,364
2014-2015,Regular Season,8474250,Zack Smith,1.369923555,365
2014-2015,Regular Season,8469555,Christian Ehrhoff,1.35793714,366
2014-2015,Regular Season,8474606,Colby Robak,1.357573953,367
2014-2015,Regular Season,8475716,Martin Marincin,1.335742488,368
2014-2015,Regular Season,8477059,Damien Brunner,1.312315021,369
2014-2015,Regular Season,8474013,Ian Cole,1.303284814,370
2014-2015,Regular Season,8475161,Chris Brown,1.297592322,371
2014-2015,Regular Season,8467370,Mike Fisher,1.290332116,372
2014-2015,Regular Season,8470877,David Jones,1.289502011,373
2014-2015,Regular Season,8468505,Steve Ott,1.287755362,374
2014-2015,Regular Season,8476468,J.T. Miller,1.287143219,375
2014-2015,Regular Season,8470803,Kyle Brodziak,1.275679085,376
2014-2015,Regular Season,8474074,Paul Postma,1.268199866,377
2014-2015,Regular Season,8469465,Dan Hamhuis,1.257861067,378
2014-2015,Regular Season,8476312,Josh Manson,1.243126639,379
2014-2015,Regular Season,8470324,Josh Gorges,1.242018848,380
2014-2015,Regular Season,8477845,Trevor van Riemsdyk,1.233538368,381
2014-2015,Regular Season,8476856,Matt Dumba,1.231506106,382
2014-2015,Regular Season,8474793,Justin Hodgman,1.213120496,383
2014-2015,Regular Season,8468064,Martin Erat,1.211101119,384
2014-2015,Regular Season,8468639,John-Michael Liles,1.208541173,385
2014-2015,Regular Season,8474749,Matt Bartkowski,1.196893528,386
2014-2015,Regular Season,8474565,Alex Pietrangelo,1.188290023,387
2014-2015,Regular Season,8470729,Tyson Strachan,1.182181342,388
2014-2015,Regular Season,8474584,Michael Del Zotto,1.182169595,389
2014-2015,Regular Season,8475325,Jordan Nolan,1.178394847,390
2014-2015,Regular Season,8470180,Eric Nystrom,1.177861421,391
2014-2015,Regular Season,8473485,Chris Stewart,1.176353463,392
2014-2015,Regular Season,8474090,Brendan Smith,1.170479825,393
2014-2015,Regular Season,8469665,Johnny Oduya,1.164151306,394
2014-2015,Regular Season,8473465,Jamie McGinn,1.147463935,395
2014-2015,Regular Season,8476465,Ryan Murphy,1.144907828,396
2014-2015,Regular Season,8466378,Martin St. Louis,1.129590941,397
2014-2015,Regular Season,8476878,Zemgus Girgensons,1.119257258,398
2014-2015,Regular Season,8477956,David Pastrnak,1.116835258,399
2014-2015,Regular Season,8476179,Will Acton,1.115533535,400
2014-2015,Regular Season,8468575,Dominic Moore,1.11483113,401
2014-2015,Regular Season,8471707,James Neal,1.108700485,402
2014-2015,Regular Season,8477494,Jonathan Drouin,1.097624106,403
2014-2015,Regular Season,8469457,Stephen Weiss,1.074926742,404
2014-2015,Regular Season,8475148,Tim Erixon,1.068578035,405
2014-2015,Regular Season,8475167,Victor Hedman,1.068099647,406
2014-2015,Regular Season,8474150,Mikael Backlund,1.061478284,407
2014-2015,Regular Season,8471284,Andrej Sekera,1.06029336,408
2014-2015,Regular Season,8465009,Zdeno Chara,1.059146801,409
2014-2015,Regular Season,8470222,James Wisniewski,1.051878987,410
2014-2015,Regular Season,8474094,Matt Halischuk,1.05059333,411
2014-2015,Regular Season,8471761,Chris Butler,1.040548325,412
2014-2015,Regular Season,8475176,Ryan Ellis,1.036663806,413
2014-2015,Regular Season,8475728,Johan Larsson,0.999112094,414
2014-2015,Regular Season,8474027,Justin Braun,0.991843767,415
2014-2015,Regular Season,8473970,Rob Klinkhammer,0.989833203,416
2014-2015,Regular Season,8474135,Brett Bellemore,0.986279459,417
2014-2015,Regular Season,8477850,Christian Folin,0.98601286,418
2014-2015,Regular Season,8477933,Sam Reinhart,0.970910055,419
2014-2015,Regular Season,8476440,Markus Granlund,0.962372374,420
2014-2015,Regular Season,8467400,Francois Beauchemin,0.962265221,421
2014-2015,Regular Season,8477290,Michael Raffl,0.952467603,422
2014-2015,Regular Season,8474168,Joakim Andersson,0.937938295,423
2014-2015,Regular Season,8474873,Brian Lashoff,0.934557465,424
2014-2015,Regular Season,8475279,Ben Chiarot,0.929658541,425
