Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,SSIRank
2011-2012,Regular Season,8473412,Bryan Little,16.56349615,41
2011-2012,Regular Season,8470543,Chris Kunitz,16.49282843,42
2011-2012,Regular Season,8469469,R.J. Umberger,16.42137521,43
2011-2012,Regular Season,8476455,Gabriel Landeskog,16.41612891,44
2011-2012,Regular Season,8467389,Brad Richards,16.28478576,45
2011-2012,Regular Season,8460542,Patrik Elias,16.28206358,46
2011-2012,Regular Season,8471976,David Desharnais,16.15713734,47
2011-2012,Regular Season,8471339,Ryan Callahan,16.08624913,48
2011-2012,Regular Season,8470642,Shea Weber,16.00807501,49
2011-2012,Regular Season,8467329,Vincent Lecavalier,15.87939855,50
2011-2012,Regular Season,8476177,Matt Read,15.83334389,51
2011-2012,Regular Season,8474586,Jordan Eberle,15.65411441,52
2011-2012,Regular Season,8473534,Patrik Berglund,15.50951655,53
2011-2012,Regular Season,8467423,Shawn Horcoff,15.43120299,54
2011-2012,Regular Season,8469521,Tomas Plekanec,15.30260779,55
2011-2012,Regular Season,8473419,Brad Marchand,15.25237292,56
2011-2012,Regular Season,8470599,Milan Michalek,15.02641195,57
2011-2012,Regular Season,8471303,Alexander Edler,14.78279764,58
2011-2012,Regular Season,8464989,Matt Cullen,14.75507718,59
2011-2012,Regular Season,8470604,Jeff Carter,14.63931547,60
2011-2012,Regular Season,8466140,Olli Jokinen,14.61289325,61
2011-2012,Regular Season,8470920,David Clarkson,14.61284085,62
2011-2012,Regular Season,8471707,James Neal,14.46889608,63
2011-2012,Regular Season,8467396,Erik Cole,14.40117689,64
2011-2012,Regular Season,8467876,Henrik Sedin,14.26962624,65
2011-2012,Regular Season,8475168,Matt Duchene,14.25498918,66
2011-2012,Regular Season,8471309,Johan Franzen,14.09654016,67
2011-2012,Regular Season,8470834,Dustin Byfuglien,13.97382503,68
2011-2012,Regular Season,8471862,Colin Greening,13.95357667,69
2011-2012,Regular Season,8475169,Evander Kane,13.94690949,70
2011-2012,Regular Season,8470144,Frans Nielsen,13.89882606,71
2011-2012,Regular Season,8471698,T.J. Oshie,13.75485082,72
2011-2012,Regular Season,8470600,Ryan Suter,13.69802751,73
2011-2012,Regular Season,8469473,Marcel Goc,13.6722016,74
2011-2012,Regular Season,8471217,Andrew Ladd,13.66075489,75
2011-2012,Regular Season,8470803,Kyle Brodziak,13.65415301,76
2011-2012,Regular Season,8470159,Boyd Gordon,13.60617752,77
2011-2012,Regular Season,8466138,Joe Thornton,13.41463366,78
2011-2012,Regular Season,8474641,Adam Henrique,13.39820456,79
2011-2012,Regular Season,8470619,Brian Boyle,13.30844729,80
2011-2012,Regular Season,8474570,Cody Hodgson,13.24967512,81
2011-2012,Regular Season,8470617,Mike Richards,13.24534919,82
2011-2012,Regular Season,8470852,Matt Moulson,13.16187594,83
2011-2012,Regular Season,8470358,Alexandre Burrows,13.04071028,84
2011-2012,Regular Season,8474157,Max Pacioretty,12.97593572,85
2011-2012,Regular Season,8469639,Brooks Laich,12.96955352,86
2011-2012,Regular Season,8460621,Daniel Alfredsson,12.90343233,87
2011-2012,Regular Season,8468508,Justin Williams,12.83815547,88
2011-2012,Regular Season,8470621,Corey Perry,12.77651851,89
2011-2012,Regular Season,8474578,Erik Karlsson,12.75283533,90
2011-2012,Regular Season,8466393,Pascal Dupuis,12.75125354,91
2011-2012,Regular Season,8459429,Jason Arnott,12.68083362,92
2011-2012,Regular Season,8468083,Henrik Zetterberg,12.65551944,93
2011-2012,Regular Season,8466378,Martin St. Louis,12.62617021,94
2011-2012,Regular Season,8457063,Nicklas Lidstrom,12.61954971,95
2011-2012,Regular Season,8467370,Mike Fisher,12.60335434,96
2011-2012,Regular Season,8470606,Dustin Brown,12.60234667,97
2011-2012,Regular Season,8470612,Ryan Getzlaf,12.50900701,98
2011-2012,Regular Season,8462036,Daymond Langkow,12.3160154,99
2011-2012,Regular Season,8470201,Jiri Hudler,12.22091341,100
2011-2012,Regular Season,8467330,David Legwand,11.96544965,101
2011-2012,Regular Season,8470598,Thomas Vanek,11.7203809,102
2011-2012,Regular Season,8467371,Mike Ribeiro,11.71865312,103
2011-2012,Regular Season,8471676,Bobby Ryan,11.49832105,104
2011-2012,Regular Season,8470273,Ian White,11.49004788,105
2011-2012,Regular Season,8475225,Craig Smith,11.48933053,106
2011-2012,Regular Season,8475098,Tyler Bozak,11.32462768,107
2011-2012,Regular Season,8471682,Devin Setoguchi,11.12035174,108
2011-2012,Regular Season,8471245,Dave Bolland,11.11857239,109
2011-2012,Regular Season,8474613,Derek Stepan,11.08211904,110
2011-2012,Regular Season,8468535,Antoine Vermette,11.06954032,111
2011-2012,Regular Season,8471804,Nathan Gerbe,10.96606957,112
2011-2012,Regular Season,8465050,Eric Belanger,10.82140372,113
2011-2012,Regular Season,8470047,Valtteri Filppula,10.74069987,114
2011-2012,Regular Season,8471346,Kris Versteeg,10.73819925,115
2011-2012,Regular Season,8473588,Erik Condra,10.73698797,116
2011-2012,Regular Season,8471498,Jannik Hansen,10.71833652,117
2011-2012,Regular Season,8467875,Daniel Sedin,10.71640651,118
2011-2012,Regular Season,8471724,Kris Letang,10.7096352,119
2011-2012,Regular Season,8471699,Andrew Cogliano,10.69054969,120
2011-2012,Regular Season,8473446,Erik Johnson,10.67087996,121
2011-2012,Regular Season,8468482,Dany Heatley,10.62583123,122
2011-2012,Regular Season,8474091,Brandon Sutter,10.56952365,123
2011-2012,Regular Season,8469485,Derek Roy,10.51456803,124
2011-2012,Regular Season,8471677,Jack Johnson,10.51124016,125
2011-2012,Regular Season,8467967,Chris Kelly,10.4920435,126
2011-2012,Regular Season,8474068,Kyle Turris,10.38994779,127
2011-2012,Regular Season,8464975,Daniel Briere,10.17317609,128
2011-2012,Regular Season,8470171,Maxime Talbot,9.874841183,129
2011-2012,Regular Season,8470180,Eric Nystrom,9.838820239,130
2011-2012,Regular Season,8475158,Ryan O'Reilly,9.833244573,131
2011-2012,Regular Season,8474161,Jakub Voracek,9.82478225,132
2011-2012,Regular Season,8470607,Brent Seabrook,9.727735142,133
2011-2012,Regular Season,8460577,Milan Hejduk,9.724026239,134
2011-2012,Regular Season,8471338,Torrey Mitchell,9.652223492,135
2011-2012,Regular Season,8471691,Martin Hanzal,9.628279379,136
2011-2012,Regular Season,8475791,Taylor Hall,9.59741553,137
2011-2012,Regular Season,8474520,Jason Garrison,9.49287523,138
2011-2012,Regular Season,8474190,Wayne Simmonds,9.433478447,139
2011-2012,Regular Season,8470274,Chris Higgins,9.426937934,140
2011-2012,Regular Season,8476461,Sean Couturier,9.39304062,141
2011-2012,Regular Season,8467943,Niklas Hagman,9.37810545,142
2011-2012,Regular Season,8473482,Jiri Tlusty,9.37123533,143
2011-2012,Regular Season,8474565,Alex Pietrangelo,9.352428933,144
2011-2012,Regular Season,8469770,Dennis Wideman,9.331924905,145
2011-2012,Regular Season,8474573,Josh Bailey,9.295069189,146
2011-2012,Regular Season,8473563,Nicklas Backstrom,9.278177401,147
2011-2012,Regular Season,8460465,Petr Sykora,9.270932393,148
2011-2012,Regular Season,8468064,Martin Erat,9.263925844,149
2011-2012,Regular Season,8470162,Matt Stajan,9.232933018,150
2011-2012,Regular Season,8458525,Brian Rolston,9.175699702,151
2011-2012,Regular Season,8471226,Drew Stafford,9.102551599,152
2011-2012,Regular Season,8469466,Ales Hemsky,9.01075785,153
2011-2012,Regular Season,8471887,Patric Hornqvist,8.994631071,154
2011-2012,Regular Season,8470039,Tomas Fleischmann,8.989803671,155
2011-2012,Regular Season,8473962,Teddy Purcell,8.937810682,156
2011-2012,Regular Season,8473544,Derick Brassard,8.919922054,157
2011-2012,Regular Season,8466251,Jason Chimera,8.916031458,158
2011-2012,Regular Season,8467463,Mikael Samuelsson,8.894562825,159
2011-2012,Regular Season,8464977,Dainius Zubrus,8.838956242,160
2011-2012,Regular Season,8459444,Todd Bertuzzi,8.815945013,161
2011-2012,Regular Season,8473465,Jamie McGinn,8.777895887,162
2011-2012,Regular Season,8471362,Mikhail Grabovski,8.742329303,163
2011-2012,Regular Season,8469812,Chad LaRose,8.673153738,164
2011-2012,Regular Season,8471958,Dan Girardi,8.672372704,165
2011-2012,Regular Season,8470230,Daniel Paille,8.630705237,166
2011-2012,Regular Season,8473914,Mark Letestu,8.614641251,167
2011-2012,Regular Season,8470176,Sean Bergenheim,8.586714862,168
2011-2012,Regular Season,8473449,Kyle Okposo,8.548209574,169
2011-2012,Regular Season,8469581,Kyle Wellwood,8.544202556,170
2011-2012,Regular Season,8473574,Shawn Matthias,8.532979911,171
2011-2012,Regular Season,8471859,Sergei Kostitsyn,8.468687093,172
2011-2012,Regular Season,8471266,David Booth,8.438303209,173
2011-2012,Regular Season,8471185,Curtis Glencross,8.410545312,174
2011-2012,Regular Season,8468504,Brad Boyes,8.391758031,175
2011-2012,Regular Season,8465202,Sami Salo,8.334291384,176
2011-2012,Regular Season,8471794,Darren Helm,8.231665217,177
2011-2012,Regular Season,8471476,Daniel Winnik,8.175787995,178
2011-2012,Regular Season,8470283,Tim Brent,8.149577472,179
2011-2012,Regular Season,8470257,Alexander Steen,8.066601027,180
2011-2012,Regular Season,8448208,Jaromir Jagr,8.026980756,181
2011-2012,Regular Season,8468434,Andy McDonald,8.011867099,182
2011-2012,Regular Season,8475788,Alexander Burmistrov,8.00732661,183
2011-2012,Regular Season,8466215,Joe Corvo,7.995822277,184
2011-2012,Regular Season,8475784,Jeff Skinner,7.914064588,185
2011-2012,Regular Season,8462129,Michal Handzus,7.873396412,186
2011-2012,Regular Season,8470299,Erik Christensen,7.856655354,187
2011-2012,Regular Season,8468518,Tomas Kopecky,7.804789316,188
2011-2012,Regular Season,8470613,Brent Burns,7.793035283,189
2011-2012,Regular Season,8468309,Mark Streit,7.767963544,190
2011-2012,Regular Season,8473526,Peter Mueller,7.724958489,191
2011-2012,Regular Season,8470281,Duncan Keith,7.71523408,192
2011-2012,Regular Season,8469619,Dennis Seidenberg,7.696153091,193
2011-2012,Regular Season,8468575,Dominic Moore,7.638027207,194
2011-2012,Regular Season,8471664,Mason Raymond,7.604833381,195
2011-2012,Regular Season,8475764,Cam Fowler,7.567162372,196
2011-2012,Regular Season,8471514,Rich Peverley,7.46124566,197
2011-2012,Regular Season,8473422,Nick Foligno,7.348296824,198
2011-2012,Regular Season,8469555,Christian Ehrhoff,7.3221977,199
2011-2012,Regular Season,8465009,Zdeno Chara,7.316512214,200
2011-2012,Regular Season,8470602,Dion Phaneuf,7.303271708,201
2011-2012,Regular Season,8462196,Stephane Robidas,7.289776216,202
2011-2012,Regular Season,8471280,Nick Johnson,7.268759772,203
2011-2012,Regular Season,8474569,Colin Wilson,7.230666448,204
2011-2012,Regular Season,8468611,Matt Hendricks,7.181594127,205
2011-2012,Regular Season,8472379,Tim Stapleton,7.180542968,206
2011-2012,Regular Season,8470120,Alexander Semin,7.16741455,207
2011-2012,Regular Season,8467096,Dan Boyle,7.162546569,208
2011-2012,Regular Season,8460719,Steve Sullivan,7.004362673,209
2011-2012,Regular Season,8469531,Jay Harrison,6.948843863,210
2011-2012,Regular Season,8471743,Vladimir Sobotka,6.929771049,211
2011-2012,Regular Season,8469759,Vernon Fiddler,6.927682838,212
2011-2012,Regular Season,8471208,Dustin Penner,6.921351512,213
2011-2012,Regular Season,8474094,Matt Halischuk,6.905210647,214
2011-2012,Regular Season,8470614,Mark Stuart,6.879020542,215
2011-2012,Regular Season,8465951,Matt Cooke,6.859004744,216
2011-2012,Regular Season,8471311,Tyler Kennedy,6.846982769,217
2011-2012,Regular Season,8471260,Blake Comeau,6.819491779,218
2011-2012,Regular Season,8460561,Sheldon Souray,6.750120194,219
2011-2012,Regular Season,8471675,Sidney Crosby,6.745600609,220
2011-2012,Regular Season,8469547,Jordin Tootoo,6.697145138,221
2011-2012,Regular Season,8469470,Carlo Colaiacovo,6.660334921,222
2011-2012,Regular Season,8473579,Nikolay Kulemin,6.597301707,223
2011-2012,Regular Season,8470110,Trevor Daley,6.552186117,224
2011-2012,Regular Season,8471218,Blake Wheeler,6.481726893,225
2011-2012,Regular Season,8473564,Michael Frolik,6.451395524,226
2011-2012,Regular Season,8470877,David Jones,6.450733113,227
2011-2012,Regular Season,8476454,Ryan Nugent-Hopkins,6.449814617,228
2011-2012,Regular Season,8468509,Niklas Kronwall,6.438418693,229
2011-2012,Regular Season,8466333,Andrew Ference,6.398676896,230
2011-2012,Regular Season,8474037,James van Riemsdyk,6.387401831,231
2011-2012,Regular Season,8469638,Jussi Jokinen,6.377084741,232
2011-2012,Regular Season,8468674,Deryk Engelland,6.360191693,233
2011-2012,Regular Season,8470207,Joffrey Lupul,6.32205195,234
2011-2012,Regular Season,8470601,Braydon Coburn,6.318923505,235
2011-2012,Regular Season,8471767,Blair Jones,6.219220642,236
2011-2012,Regular Season,8469622,Ryane Clowe,6.18951414,237
2011-2012,Regular Season,8470324,Josh Gorges,6.175853349,238
2011-2012,Regular Season,8459457,Jamie Langenbrunner,6.13226349,239
2011-2012,Regular Season,8470151,Jay Bouwmeester,6.131089689,240
2011-2012,Regular Season,8469492,Fedor Tyutin,6.094165611,241
2011-2012,Regular Season,8471426,Troy Brouwer,6.013445182,242
2011-2012,Regular Season,8474102,David Perron,5.945241656,243
2011-2012,Regular Season,8473571,Jamie McBain,5.820025639,244
2011-2012,Regular Season,8474031,Kevin Shattenkirk,5.816025692,245
2011-2012,Regular Season,8473485,Chris Stewart,5.808527061,246
2011-2012,Regular Season,8467353,Nik Antropov,5.791091341,247
2011-2012,Regular Season,8474551,Ville Leino,5.712790373,248
2011-2012,Regular Season,8467881,Taylor Pyatt,5.706665647,249
2011-2012,Regular Season,8468001,Derek MacKenzie,5.67992137,250
2011-2012,Regular Season,8473507,Jeff Petry,5.640297835,251
2011-2012,Regular Season,8475149,Marcus Johansson,5.639006242,252
2011-2012,Regular Season,8470302,Patrick Dwyer,5.625423607,253
2011-2012,Regular Season,8467899,Martin Havlat,5.594772952,254
2011-2012,Regular Season,8470699,Jan Hejda,5.565689446,255
2011-2012,Regular Season,8475637,Bobby Butler,5.565570076,256
2011-2012,Regular Season,8474571,Mikkel Boedker,5.555264922,257
2011-2012,Regular Season,8473537,Viktor Stalberg,5.529955834,258
2011-2012,Regular Season,8474250,Zack Smith,5.509562854,259
2011-2012,Regular Season,8468172,Ruslan Fedotenko,5.498238263,260
2011-2012,Regular Season,8470153,Pierre-Marc Bouchard,5.467646796,261
2011-2012,Regular Season,8470187,Johnny Boychuk,5.466742175,262
2011-2012,Regular Season,8460626,Bryce Salvador,5.44453549,263
2011-2012,Regular Season,8467545,Michael Ryder,5.441215564,264
2011-2012,Regular Season,8469707,Pierre-Alexandre Parenteau,5.436071383,265
2011-2012,Regular Season,8475758,Devante Smith-Pelly,5.389835164,266
2011-2012,Regular Season,8470740,Lee Stempniak,5.360575887,267
2011-2012,Regular Season,8474189,Lars Eller,5.265506912,268
2011-2012,Regular Season,8475200,Dmitry Orlov,5.240912349,269
2011-2012,Regular Season,8470966,Mark Giordano,5.220064369,270
2011-2012,Regular Season,8458951,Sergei Gonchar,5.208129931,271
2011-2012,Regular Season,8466285,Brian Campbell,5.191083207,272
2011-2012,Regular Season,8460496,Ryan Smyth,5.187986685,273
2011-2012,Regular Season,8474176,Carl Hagelin,5.187647193,274
2011-2012,Regular Season,8470640,Matthew Carle,5.108381736,275
2011-2012,Regular Season,8471956,Andrew Desjardins,5.100579431,276
2011-2012,Regular Season,8471390,Mike Santorelli,5.09722871,277
2011-2012,Regular Season,8474150,Mikael Backlund,5.096246355,278
2011-2012,Regular Season,8471232,Lauri Korpikoski,5.065737825,279
2011-2012,Regular Season,8470654,Maxim Lapierre,5.000393494,280
2011-2012,Regular Season,8467878,Tim Connolly,4.988743034,281
2011-2012,Regular Season,8466149,Daniel Cleary,4.972527343,282
2011-2012,Regular Season,8471504,Rene Bourque,4.932388379,283
2011-2012,Regular Season,8468520,Kurtis Foster,4.922171961,284
2011-2012,Regular Season,8475170,Brayden Schenn,4.892186171,285
2011-2012,Regular Season,8474709,Matt Martin,4.866757973,286
2011-2012,Regular Season,8460541,Richard Park,4.86058094,287
2011-2012,Regular Season,8471807,Tom Wandell,4.838193763,288
2011-2012,Regular Season,8470596,Nathan Horton,4.819046952,289
2011-2012,Regular Season,8474137,Drayson Bowman,4.818903898,290
2011-2012,Regular Season,8466398,Tom Kostopoulos,4.79293194,291
2011-2012,Regular Season,8470760,Marc Methot,4.776782714,292
2011-2012,Regular Season,8473932,Darroll Powe,4.776340172,293
2011-2012,Regular Season,8458590,Mike Knuble,4.764226809,294
2011-2012,Regular Season,8471702,Matt Niskanen,4.764010863,295
2011-2012,Regular Season,8459596,Andrew Brunette,4.761416091,296
2011-2012,Regular Season,8471680,Gilbert Brule,4.757655502,297
2011-2012,Regular Season,8459492,Vinny Prospal,4.740217181,298
2011-2012,Regular Season,8468486,Scott Hartnell,4.711109591,299
2011-2012,Regular Season,8471254,Bryan Bickell,4.691600275,300
2011-2012,Regular Season,8460743,Tomas Holmstrom,4.672516123,301
2011-2012,Regular Season,8474096,Nick Spaling,4.603597468,302
2011-2012,Regular Season,8473453,Trevor Lewis,4.58779431,303
2011-2012,Regular Season,8467890,Barret Jackman,4.583276924,304
2011-2012,Regular Season,8466160,Brenden Morrow,4.547632657,305
2011-2012,Regular Season,8459442,Saku Koivu,4.542703813,306
2011-2012,Regular Season,8471678,Benoit Pouliot,4.504608688,307
2011-2012,Regular Season,8471234,Wojtek Wolski,4.501449703,308
2011-2012,Regular Season,8470310,Aaron Rome,4.447732532,309
2011-2012,Regular Season,8470618,Anthony Stewart,4.385174389,310
2011-2012,Regular Season,8471273,Brandon Dubinsky,4.381443656,311
2011-2012,Regular Season,8471716,Justin Abdelkader,4.369938415,312
2011-2012,Regular Season,8474716,Jared Spurgeon,4.369744921,313
2011-2012,Regular Season,8465192,Samuel Pahlsson,4.366301866,314
2011-2012,Regular Season,8467334,Manny Malhotra,4.356089756,315
2011-2012,Regular Season,8470775,Nate Thompson,4.351472866,316
2011-2012,Regular Season,8471769,Niklas Hjalmarsson,4.328428448,317
2011-2012,Regular Season,8473991,Karl Alzner,4.327654482,318
2011-2012,Regular Season,8474589,Tyler Ennis,4.319991209,319
2011-2012,Regular Season,8470603,Andrei Kostitsyn,4.311543205,320
2011-2012,Regular Season,8465185,Willie Mitchell,4.277580517,321
2011-2012,Regular Season,8467351,Scott Gomez,4.275405225,322
2011-2012,Regular Season,8467407,Brian Gionta,4.238548378,323
2011-2012,Regular Season,8475206,Stefan Elliott,4.237242426,324
2011-2012,Regular Season,8471768,Tom Pyatt,4.203564155,325
2011-2012,Regular Season,8469465,Dan Hamhuis,4.175786905,326
2011-2012,Regular Season,8473700,Ryan Wilson,4.167570177,327
2011-2012,Regular Season,8470854,Tanner Glass,4.147057081,328
2011-2012,Regular Season,8471323,Ryan Jones,4.146824594,329
2011-2012,Regular Season,8473646,Ryan Carter,4.088409834,330
2011-2012,Regular Season,8459053,Adrian Aucoin,4.069152408,331
2011-2012,Regular Season,8471240,Jeff Schultz,3.938337199,332
2011-2012,Regular Season,8475323,Marcus Kruger,3.93316695,333
2011-2012,Regular Season,8468526,Jarret Stoll,3.929756509,334
2011-2012,Regular Season,8474567,Zach Bogosian,3.924214729,335
2011-2012,Regular Season,8465059,Matt Bradley,3.920944953,336
2011-2012,Regular Season,8471482,Grant Clitsome,3.913320362,337
2011-2012,Regular Season,8468162,Jerred Smithson,3.885365834,338
2011-2012,Regular Season,8470778,Drew Miller,3.843535374,339
2011-2012,Regular Season,8471233,Travis Zajac,3.745841625,340
2011-2012,Regular Season,8473618,Mathieu Perreault,3.738867962,341
2011-2012,Regular Season,8470750,John Mitchell,3.720184538,342
2011-2012,Regular Season,8469508,Jay McClement,3.670737131,343
2011-2012,Regular Season,8468639,John-Michael Liles,3.670462327,344
2011-2012,Regular Season,8474707,Philip Larsen,3.664780618,345
2011-2012,Regular Season,8475185,Jacob Josefson,3.62136945,346
2011-2012,Regular Season,8469665,Johnny Oduya,3.582025717,347
2011-2012,Regular Season,8475266,Tomas Vincour,3.555778549,348
2011-2012,Regular Season,8467452,Rob Scuderi,3.540154421,349
2011-2012,Regular Season,8474625,Jimmy Hayes,3.52426665,350
2011-2012,Regular Season,8471663,Mike Blunden,3.521391261,351
2011-2012,Regular Season,8469467,Chuck Kobasew,3.499971228,352
2011-2012,Regular Season,8470649,Patrick O'Sullivan,3.491091626,353
2011-2012,Regular Season,8471735,Keith Yandle,3.484633419,354
2011-2012,Regular Season,8459514,Jamal Mayers,3.438473121,355
2011-2012,Regular Season,8470667,Clarke MacArthur,3.437088862,356
2011-2012,Regular Season,8468501,Anton Volchenkov,3.421215582,357
2011-2012,Regular Season,8467412,Alexei Ponikarovsky,3.378285667,358
2011-2012,Regular Season,8474584,Michael Del Zotto,3.364558348,359
2011-2012,Regular Season,8470318,Jonathan Ericsson,3.354357989,360
2011-2012,Regular Season,8474673,TJ Brodie,3.264800009,361
2011-2012,Regular Season,8458938,Roman Hamrlik,3.257075899,362
2011-2012,Regular Season,8468704,Antti Miettinen,3.251964106,363
2011-2012,Regular Season,8467346,Simon Gagne,3.248678495,364
2011-2012,Regular Season,8475171,Oliver Ekman-Larsson,3.244777691,365
2011-2012,Regular Season,8471816,Mark Fayne,3.229297699,366
2011-2012,Regular Season,8469664,David Moss,3.222356855,367
2011-2012,Regular Season,8465200,Tomas Kaberle,3.186266623,368
2011-2012,Regular Season,8469534,Aaron Johnson,3.173157818,369
2011-2012,Regular Season,8470714,Corey Potter,3.152000772,370
2011-2012,Regular Season,8473546,Michael Grabner,3.137146892,371
2011-2012,Regular Season,8474001,TJ Galiardi,3.126552714,372
2011-2012,Regular Season,8475172,Nazem Kadri,3.124209098,373
2011-2012,Regular Season,8470137,Joni Pitkanen,3.123408136,374
2011-2012,Regular Season,8465166,Craig Adams,3.122178245,375
2011-2012,Regular Season,8474892,Eric Wellwood,3.120249194,376
2011-2012,Regular Season,8475793,Ryan Johansen,3.086838749,377
2011-2012,Regular Season,8471409,Andrew Gordon,3.072988789,378
2011-2012,Regular Season,8474600,Roman Josi,3.070953514,379
2011-2012,Regular Season,8469462,Tuomo Ruutu,3.064017581,380
2011-2012,Regular Season,8471873,Anton Stralman,2.981386014,381
2011-2012,Regular Season,8471296,Alexei Emelin,2.949967316,382
2011-2012,Regular Season,8468700,Paul Gaustad,2.943028623,383
2011-2012,Regular Season,8473504,Cal Clutterbuck,2.929798461,384
2011-2012,Regular Season,8471284,Andrej Sekera,2.89185315,385
2011-2012,Regular Season,8473568,Andreas Nodl,2.883019037,386
2011-2012,Regular Season,8462077,Jochen Hecht,2.869175648,387
2011-2012,Regular Season,8470662,Colin Fraser,2.84374998,388
2011-2012,Regular Season,8471388,Patrick Kaleta,2.8399822,389
2011-2012,Regular Season,8464966,Derek Morris,2.812951699,390
2011-2012,Regular Season,8471851,Matt D'Agostini,2.809138446,391
2011-2012,Regular Season,8467493,Chris Neil,2.808350376,392
2011-2012,Regular Season,8471274,Alex Goligoski,2.791151944,393
2011-2012,Regular Season,8460492,Ed Jovanovski,2.766259123,394
2011-2012,Regular Season,8474056,P.K. Subban,2.733881334,395
2011-2012,Regular Season,8476381,Andrew Shaw,2.70290282,396
2011-2012,Regular Season,8473673,David Schlemko,2.685933214,397
2011-2012,Regular Season,8459461,Brendan Morrison,2.677120019,398
2011-2012,Regular Season,8471269,Nicklas Grossmann,2.643818925,399
2011-2012,Regular Season,8465978,Shawn Thornton,2.64236027,400
2011-2012,Regular Season,8468534,Andreas Lilja,2.639042624,401
2011-2012,Regular Season,8469490,Tim Jackman,2.635183749,402
2011-2012,Regular Season,8468478,Mike Weaver,2.634802158,403
2011-2012,Regular Season,8471228,Alexander Radulov,2.630187099,404
2011-2012,Regular Season,8471703,Steve Downie,2.570312364,405
2011-2012,Regular Season,8459670,Kimmo Timonen,2.56662388,406
2011-2012,Regular Season,8468927,Steve Montador,2.564851877,407
2011-2012,Regular Season,8470265,Anton Babchuk,2.557102943,408
2011-2012,Regular Season,8474646,Brandon McMillan,2.53409072,409
2011-2012,Regular Season,8468208,Joel Ward,2.500139731,410
2011-2012,Regular Season,8475150,Jordan Caron,2.498768246,411
2011-2012,Regular Season,8467400,Francois Beauchemin,2.497405664,412
2011-2012,Regular Season,8467439,Jaroslav Spacek,2.492128698,413
2011-2012,Regular Season,8471842,Tim Kennedy,2.461978583,414
2011-2012,Regular Season,8474009,Nick Bonino,2.456892922,415
2011-2012,Regular Season,8473558,Cory Emmerton,2.423406051,416
2011-2012,Regular Season,8465058,Michal Rozsival,2.400894124,417
2011-2012,Regular Season,8469483,David Steckel,2.396710231,418
2011-2012,Regular Season,8467844,Jason Blake,2.378822657,419
2011-2012,Regular Season,8469598,Kevin Bieksa,2.367857818,420
2011-2012,Regular Season,8474121,Colton Gillies,2.364917459,421
2011-2012,Regular Season,8474151,Ryan McDonagh,2.363654404,422
2011-2012,Regular Season,8474027,Justin Braun,2.331550459,423
2011-2012,Regular Season,8474138,Dustin Jeffrey,2.311709697,424
